"Filename","RRT","Group","Class","MF","VOC","Mass_ng","Site","Year","Month","Sample","Plot","ID","Treatment","Tenax_tube","Depth_collar_cm","Radius_collar","Surface_area_m2","V_collar_cm3","V_chamber_cm3","V_total_cm3","Conc_ug_L","ER_ug_m2_h","Conc_blank","ER_blank","ER_final"
"1.1_c_AUG.CDF",0.943,"OVOC","ovoc","","ovoc",0.041884402,"SWAN",2018,"August","1_1_c",1,"1_c","control",427205,4.3,9.5,0.028,1219.18,4842.9,6062.08,2.09004001996008e-05,0.0480335052135525,1.76632634730539e-05,0.0324298144144808,0.0156036907990717
"1.1_c_AUG.CDF",0.944,"OVOC","alcohol","C8H16O","1-octen-3-ol",NA,"SWAN",2018,"August","1_1_c",1,"1_c","control",427205,4.3,9.5,0.028,1219.18,4842.9,6062.08,NA,NA,NA,NA,NA
"1.1_c_AUG.CDF",0.946,"MT","MT","C10H16","mt",NA,"SWAN",2018,"August","1_1_c",1,"1_c","control",427205,4.3,9.5,0.028,1219.18,4842.9,6062.08,NA,NA,NA,NA,NA
"1.1_c_AUG.CDF",0.954,"OVOC","ovoc","C8H16O2","trans-1,3-dimethoxy-cyclohexane",NA,"SWAN",2018,"August","1_1_c",1,"1_c","control",427205,4.3,9.5,0.028,1219.18,4842.9,6062.08,NA,NA,NA,NA,NA
"1.1_c_AUG.CDF",0.958,"MT","MT","C10H16","b-pinene",0.056325788,"SWAN",2018,"August","1_1_c",1,"1_c","control",427205,4.3,9.5,0.028,1219.18,4842.9,6062.08,2.81066806387226e-05,0.064595049764718,1.98653632734531e-05,0.0364728774621479,0.0281221723025701
"1.1_c_AUG.CDF",0.962,"OVOC","ketone","C8H14O","6-methyl-5-hepten-2-one",NA,"SWAN",2018,"August","1_1_c",1,"1_c","control",427205,4.3,9.5,0.028,1219.18,4842.9,6062.08,NA,NA,NA,NA,NA
"1.1_c_AUG.CDF",0.967,"OTHER","nitro","C7H5N","benzonitrile",NA,"SWAN",2018,"August","1_1_c",1,"1_c","control",427205,4.3,9.5,0.028,1219.18,4842.9,6062.08,NA,NA,NA,NA,NA
"1.1_c_AUG.CDF",0.973,"MT","MT","C10H16","myrcene",0.403429045,"SWAN",2018,"August","1_1_c",1,"1_c","control",427205,4.3,9.5,0.028,1219.18,4842.9,6062.08,0.000201311898702595,0.462656984724433,0.000111709224051896,0.205098531758599,0.257558452965834
"1.1_c_AUG.CDF",0.987,"HC","Bz","C9H12","bz",NA,"SWAN",2018,"August","1_1_c",1,"1_c","control",427205,4.3,9.5,0.028,1219.18,4842.9,6062.08,NA,NA,NA,NA,NA
"1.1_c_AUG.CDF",0.995,"OVOC","aldehyde","C8H16O","octanal",1.496368463,"SWAN",2018,"August","1_1_c",1,"1_c","control",427205,4.3,9.5,0.028,1219.18,4842.9,6062.08,0.000746690849800399,1.71605225183604,0.000935257870259481,1.71713676855173,0
"1.1_c_AUG.CDF",1,"GLV","ester","C8H14O2","cis-3-hexenyl acetate",0.047902508,"SWAN",2018,"August","1_1_c",1,"1_c","control",427205,4.3,9.5,0.028,1219.18,4842.9,6062.08,2.39034471057884e-05,0.0549351371367375,4.7253498003992e-05,0.0867575900140017,0
"1.1_c_AUG.CDF",1.009,"MT","MT","C10H16","a-phellandrene",0.13846841,"SWAN",2018,"August","1_1_c",1,"1_c","control",427205,4.3,9.5,0.028,1219.18,4842.9,6062.08,6.90960129740519e-05,0.158797136309773,8.66669530938124e-05,0.159120833417253,0
"1.1_c_AUG.CDF",1.012,"GLV","ester","C8H16O2","acetic acid, hexyl ester",NA,"SWAN",2018,"August","1_1_c",1,"1_c","control",427205,4.3,9.5,0.028,1219.18,4842.9,6062.08,NA,NA,NA,NA,NA
"1.1_c_AUG.CDF",1.017,"OTHER","sulfo","C8H18S","sulfo",NA,"SWAN",2018,"August","1_1_c",1,"1_c","control",427205,4.3,9.5,0.028,1219.18,4842.9,6062.08,NA,NA,NA,NA,NA
"1.1_c_AUG.CDF",1.022,"MT","MT","C10H16","3-carene",NA,"SWAN",2018,"August","1_1_c",1,"1_c","control",427205,4.3,9.5,0.028,1219.18,4842.9,6062.08,NA,NA,NA,NA,NA
"1.1_c_AUG.CDF",1.034,"MT","MT","C10H16","mt",NA,"SWAN",2018,"August","1_1_c",1,"1_c","control",427205,4.3,9.5,0.028,1219.18,4842.9,6062.08,NA,NA,NA,NA,NA
"1.1_c_AUG.CDF",1.043,"OVOC","alcohol","C8H18O","2-ethyl-1-hexanol",5.064256842,"SWAN",2018,"August","1_1_c",1,"1_c","control",427205,4.3,9.5,0.028,1219.18,4842.9,6062.08,0.00252707427245509,5.80774693698566,0.0025976162000998,4.76923256100424,1.03851437598142
"1.1_c_AUG.CDF",1.05,"MT","MT","C10H14","p-cymene",0.158865307,"SWAN",2018,"August","1_1_c",1,"1_c","control",427205,4.3,9.5,0.028,1219.18,4842.9,6062.08,7.92741052894212e-05,0.182188528131239,0.000128510788922156,0.235946264480619,0
"1.1_c_AUG.CDF",1.059,"MT","MT","C10H16","d-limonene",6.812272482,"SWAN",2018,"August","1_1_c",1,"1_c","control",427205,4.3,9.5,0.028,1219.18,4842.9,6062.08,0.00339933756586826,7.81239101325327,0.000939794326347305,1.72546571802655,6.08692529522671
"1.1_c_AUG.CDF",1.062,"OVOC","oBz","C7H8O","benzyl alcohol",NA,"SWAN",2018,"August","1_1_c",1,"1_c","control",427205,4.3,9.5,0.028,1219.18,4842.9,6062.08,NA,NA,NA,NA,NA
"1.1_c_AUG.CDF",1.067,"oMT","oMT","C10H18O","eucalyptol",0.125836654,"SWAN",2018,"August","1_1_c",1,"1_c","control",427205,4.3,9.5,0.028,1219.18,4842.9,6062.08,6.27927415169661e-05,0.144310895878733,9.04070938123752e-05,0.165987745048394,0
"1.1_c_AUG.CDF",1.077,"OTHER","halogen","C6H4Cl2","1,4-dichloro-benzene",2.051801954,"SWAN",2018,"August","1_1_c",1,"1_c","control",427205,4.3,9.5,0.028,1219.18,4842.9,6062.08,0.00102385327045908,2.35302965181731,0.000125253433133733,0.229965747694372,2.12306390412294
"1.1_c_AUG.CDF",1.087,"MT","MT","C10H16","ocimene",0.522868625,"SWAN",2018,"August","1_1_c",1,"1_c","control",427205,4.3,9.5,0.028,1219.18,4842.9,6062.08,0.00026091248752495,0.599631643897901,0.000153612484031936,0.282033065775347,0.317598578122554
"1.1_c_AUG.CDF",1.093,"HC","alkane","C10H20","alkane",0.014622861,"SWAN",2018,"August","1_1_c",1,"1_c","control",427205,4.3,9.5,0.028,1219.18,4842.9,6062.08,7.2968368263473e-06,0.01676966213056,8.3028253493014e-06,0.0152440168038289,0.00152564532673111
"1.1_c_AUG.CDF",1.105,"HC","alkane","","alkane",NA,"SWAN",2018,"August","1_1_c",1,"1_c","control",427205,4.3,9.5,0.028,1219.18,4842.9,6062.08,NA,NA,NA,NA,NA
"1.1_c_AUG.CDF",1.11,"HC","alkane","","alkane",NA,"SWAN",2018,"August","1_1_c",1,"1_c","control",427205,4.3,9.5,0.028,1219.18,4842.9,6062.08,NA,NA,NA,NA,NA
"1.1_c_AUG.CDF",1.117,"MT","MT","C10H16","y-terpinene",NA,"SWAN",2018,"August","1_1_c",1,"1_c","control",427205,4.3,9.5,0.028,1219.18,4842.9,6062.08,NA,NA,NA,NA,NA
"1.1_c_AUG.CDF",1.132,"oMT","oMT","","omt",NA,"SWAN",2018,"August","1_1_c",1,"1_c","control",427205,4.3,9.5,0.028,1219.18,4842.9,6062.08,NA,NA,NA,NA,NA
"1.1_c_AUG.CDF",1.133,"OVOC","oBz","C8H8O","acetophenone",4.486121884,"SWAN",2018,"August","1_1_c",1,"1_c","control",427205,4.3,9.5,0.028,1219.18,4842.9,6062.08,0.0022385837744511,5.14473523828145,0.00200260007085828,3.67678083630668,1.46795440197477
"1.1_c_AUG.CDF",1.139,"OVOC","oBz","C8H8O","4-methyl-benzaldehyde",0.737333429,"SWAN",2018,"August","1_1_c",1,"1_c","control",427205,4.3,9.5,0.028,1219.18,4842.9,6062.08,0.000367930852794411,0.845582303073064,0.000456529200598802,0.83818923228974,0.00739307078332374
"1.1_c_AUG.CDF",1.141,"HC","alkane","","alkane",1.020762736,"SWAN",2018,"August","1_1_c",1,"1_c","control",427205,4.3,9.5,0.028,1219.18,4842.9,6062.08,0.000509362642714571,1.17062223310377,0.000195177579840319,0.35834672917296,0.812275503930813
"1.1_c_AUG.CDF",1.168,"OVOC","oBz","C9H12O","a,a-dimethyl-benzenemethanol",0.129152835,"SWAN",2018,"August","1_1_c",1,"1_c","control",427205,4.3,9.5,0.028,1219.18,4842.9,6062.08,6.44475224550898e-05,0.148113929699118,5.89176571856287e-05,0.108173027661665,0.0399409020374523
"1.1_c_AUG.CDF",1.177,"MT","MT","C10H16","terpinolene",0.135033916,"SWAN",2018,"August","1_1_c",1,"1_c","control",427205,4.3,9.5,0.028,1219.18,4842.9,6062.08,6.73821936127745e-05,0.154858419804881,9.82430129740519e-05,0.180374520434931,0
"1.1_c_AUG.CDF",1.178,"HC","alkane","","alkane",NA,"SWAN",2018,"August","1_1_c",1,"1_c","control",427205,4.3,9.5,0.028,1219.18,4842.9,6062.08,NA,NA,NA,NA,NA
"1.1_c_AUG.CDF",1.186,"HC","alkane","C11H24","undecane",0.417731259,"SWAN",2018,"August","1_1_c",1,"1_c","control",427205,4.3,9.5,0.028,1219.18,4842.9,6062.08,0.000208448732035928,0.479058925254331,0.000190174761477046,0.349161536905527,0.129897388348804
"1.1_c_AUG.CDF",1.19,"oMT","oMT","C10H18O","linalool",0.117020257,"SWAN",2018,"August","1_1_c",1,"1_c","control",427205,4.3,9.5,0.028,1219.18,4842.9,6062.08,5.83933418163673e-05,0.134200152235688,5.41215638722555e-05,0.0993673833194121,0.0348327689162759
"1.1_c_AUG.CDF",1.198,"OVOC","aldehyde","C9H18O","nonanal",2.746710487,"SWAN",2018,"August","1_1_c",1,"1_c","control",427205,4.3,9.5,0.028,1219.18,4842.9,6062.08,0.00137061401546906,3.14995860505383,0.00152292293013972,2.79609190381677,0.353866701237058
"1.1_c_AUG.CDF",1.22,"OVOC","oBz","C9H12O2","benzaldehyde dimethyl acetal",0.046333839,"SWAN",2018,"August","1_1_c",1,"1_c","control",427205,4.3,9.5,0.028,1219.18,4842.9,6062.08,2.31206781437126e-05,0.0531361698125809,2.25254141716567e-05,0.0413567403504197,0.0117794294621612
"1.1_c_AUG.CDF",1.215,"oMT","oMT","C10H16O","omt",NA,"SWAN",2018,"August","1_1_c",1,"1_c","control",427205,4.3,9.5,0.028,1219.18,4842.9,6062.08,NA,NA,NA,NA,NA
"1.1_c_AUG.CDF",1.277,"OTHER","other","","ovoc",0.002565139,"SWAN",2018,"August","1_1_c",1,"1_c","control",427205,4.3,9.5,0.028,1219.18,4842.9,6062.08,1.28000948103792e-06,0.00294173037327803,5.36475548902196e-07,0.000984971011463769,0.00195675936181426
"1.1_c_AUG.CDF",1.278,"OTHER","other","","ovoc",NA,"SWAN",2018,"August","1_1_c",1,"1_c","control",427205,4.3,9.5,0.028,1219.18,4842.9,6062.08,NA,NA,NA,NA,NA
"1.1_c_AUG.CDF",1.331,"OVOC","ovoc","C10H22O2","octanal dimethyl acetal",0,"SWAN",2018,"August","1_1_c",1,"1_c","control",427205,4.3,9.5,0.028,1219.18,4842.9,6062.08,0,0,4.51765469061876e-07,0.000829443004283879,0
"1.1_c_AUG.CDF",1.34,"oMT","oMT","C10H20O","levomenthol",NA,"SWAN",2018,"August","1_1_c",1,"1_c","control",427205,4.3,9.5,0.028,1219.18,4842.9,6062.08,NA,NA,NA,NA,NA
"1.1_c_AUG.CDF",1.351,"GLV","ester","C10H18O2","cis-3-hexenyl butyrate",0,"SWAN",2018,"August","1_1_c",1,"1_c","control",427205,4.3,9.5,0.028,1219.18,4842.9,6062.08,0,0,1.69504311377245e-05,0.0311210517173361,0
"1.1_c_AUG.CDF",1.361,"MT","MT","C10H12","mt",NA,"SWAN",2018,"August","1_1_c",1,"1_c","control",427205,4.3,9.5,0.028,1219.18,4842.9,6062.08,NA,NA,NA,NA,NA
"1.1_c_AUG.CDF",1.365,"OVOC","oBz","C9H10O","1-(3-methylphenyl)-ethanone",0.014174521,"SWAN",2018,"August","1_1_c",1,"1_c","control",427205,4.3,9.5,0.028,1219.18,4842.9,6062.08,7.07311427145709e-06,0.0162555007554628,4.06739575848303e-05,0.0746775304569725,0
"1.1_c_AUG.CDF",1.374,"HC","alkane","C12H26","dodecane",0.872201711,"SWAN",2018,"August","1_1_c",1,"1_c","control",427205,4.3,9.5,0.028,1219.18,4842.9,6062.08,0.000435230394710579,1.00025077193624,0.000281943612774451,0.517649473528623,0.48260129840762
"1.1_c_AUG.CDF",1.375,"OVOC","oBz","C11H16O","obz",0.002642939,"SWAN",2018,"August","1_1_c",1,"1_c","control",427205,4.3,9.5,0.028,1219.18,4842.9,6062.08,1.31883183632735e-06,0.00303095229187231,0,0,0.00303095229187231
"1.1_c_AUG.CDF",1.386,"OVOC","oBz","C8H8O3","methyl salicylate",0.074725634,"SWAN",2018,"August","1_1_c",1,"1_c","control",427205,4.3,9.5,0.028,1219.18,4842.9,6062.08,3.72882405189621e-05,0.0856962009467156,7.67728113772455e-05,0.14095515411635,0
"1.1_c_AUG.CDF",1.388,"OVOC","aldehyde","C10H20O","decanal",1.901911226,"SWAN",2018,"August","1_1_c",1,"1_c","control",427205,4.3,9.5,0.028,1219.18,4842.9,6062.08,0.000949057498003992,2.18113327223306,0.000912607721057884,1.67555101424372,0.505582257989344
"1.1_c_AUG.CDF",1.424,"OVOC","oBz","C8H10O2","2-phenoxy-ethanol",0.498299873,"SWAN",2018,"August","1_1_c",1,"1_c","control",427205,4.3,9.5,0.028,1219.18,4842.9,6062.08,0.000248652631237525,0.571455921649736,0.000258825184630739,0.475203957421203,0.0962519642285335
"1.1_c_AUG.CDF",1.442,"GLV","ester","C11H22O2","butanoic acid, 2-methyl-, hexyl ester",NA,"SWAN",2018,"August","1_1_c",1,"1_c","control",427205,4.3,9.5,0.028,1219.18,4842.9,6062.08,NA,NA,NA,NA,NA
"1.1_c_AUG.CDF",1.461,"OTHER","sulfo","C7H11NS","isothiocyanato-cyclohexane",NA,"SWAN",2018,"August","1_1_c",1,"1_c","control",427205,4.3,9.5,0.028,1219.18,4842.9,6062.08,NA,NA,NA,NA,NA
"1.1_c_AUG.CDF",1.48,"oMT","oMT","","omt",NA,"SWAN",2018,"August","1_1_c",1,"1_c","control",427205,4.3,9.5,0.028,1219.18,4842.9,6062.08,NA,NA,0,0,NA
"1.1_c_AUG.CDF",1.48,"oMT","oMT","","omt",NA,"SWAN",2018,"August","1_1_c",1,"1_c","control",427205,4.3,9.5,0.028,1219.18,4842.9,6062.08,NA,NA,NA,NA,NA
