RRT	Group	Class	Exclude	MF	VOC	Year	3-2378_191101_40_1_c.CDF	4-2379_191101_41_2_h.CDF	5-2381_191101_43_4_hxn.CDF	6-2382_191101_44_5_h.CDF	7-2383_191101_45_6_n.CDF	8-2384_191101_46_7_hxn.CDF	9-2385_191101_47_8_h.CDF	10-2386_191101_48_9_n.CDF	11-2387_191101_49_11_n.CDF	12-2389_191101_51_19_c.CDF	13-2390_191101_52_blank_1.CDF	14-2391_191101_53_1_c.CDF	15-2392_191101_54_2_h.CDF	16-2393_191101_55_3_hxn.CDF	17-2394_191101_56_4_hxn.CDF	18-2395_191101_57_5_h.CDF	19-2396_191101_58_6_n.CDF	20-2397_191101_59_7_hxn.CDF	23-2403_191101_61_9_n.CDF	24-2404_191101_62_11_n.CDF	25-2406_191101_64_19_c.CDF	26-2407_191101_65_blank_1.CDF	27-2408_191101_66_C_1.CDF	28-2409_191101_67_C_2.CDF	29-2410_191101_68_C_3.CDF	30-2411_191101_69_LN_1.CDF	31-2412_191101_70_LN_2.CDF	32-2414_191101_72_blank.CDF	33-2415_191101_73_C_1.CDF	34-2416_191101_74_C_2.CDF	35-2417_191101_75_C_3.CDF	36-2418_191101_76_LN_1.CDF	37-2419_191101_77_LN_2.CDF	38-2420_191101_78_LN_3.CDF	39-2421_191101_79_blank.CDF	44-2500_191104_50_12_c.CDF	45-2502_191104_63_12_c.CDF	46-2503_191104_71_LN_3.CDF	47-2554_191108_60_8_h.CDF	48-2556_191108_42_3_hxn.CDF
0.44	OTHER	other			other	2019	0.587489829	0.771818207	0.74178386	0.417585415	0.64860227	0.754881774	1.155403805	1.472332583	0.713974817	0.392475315	0.834513002	0.320911156	0.317022869	0.344536061	2.966222206	0.658570909	2.096079813	0.477091211	1.419414509	1.237562327	0.925216812	0.674588735	0.555313244	0.556019095	0.728501796	1.133828568	1.291658143	0.633218779	0.37627526	0.761736799	0.172096531	1.005389398	0.667761636	0.703650738	0.533109589	0.758579134	0.500508172	0.637629443	0.778352528	1.123804816
0.439	OVOC	ester		C5H8O2	methyl methacrylate	2019	0.44382794	0.415854524	0.392484905	0.444138298	0.3819499	0.403266981	0.403790154	0.480499868	0.379167655	0.480356093	0.401704975	0.464106659	0.375451371	0.421566986	0.558261477	0.527991856	0.518700896	0.554430566	0.919236408	0.538084919	0.517236967	0.505801047	0.161615656	0.526133299	0.339367768	0.559483699	0.24462547	0.502979245	0.233307355	0.352012269	0.379729941	0.312495247	0.344205364	0.419250693	0.410167939	2.126688164	1.753557724	1.504866658	1.550443059	1.107916795
0.44	OTHER	other		C8H16	2,4,4-trimethyl-1-pentene	2019	0.085046168	0.057237334	0.039174947	0.067687446	0.102691311	0.078044712	0.113144774	0.047712132	0.258343601	0.107064776	0.251989225	0.091793867	0.273916057	0.245387229	0.00728423	0.055716967	0.058219282	0.016771728	0.047960443	0.008020136	0.003781831	0.039235493	0.503495471	0.091327663	0.391798577	0.125893315	0.514820287	0.219553987	0.238775645	0.39984684	0.159136521	0.352327847	0.330835875	0.1488156	0.123925996	0.145226355	0.056095459	0.096184102	0.00414281	0.238151401
0.456	OVOC	ester		C5H10O2	butanoic acid, methyl ester	2019	0	0	0.00014412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.465	OTHER	nitro	Y	C3H5N	n-methylene-ethenamine	2019	0.227684035	0.247550534	0.156978093	0.482451813	0.212751956	0.115822962	0.209839735	0.161669173	0.320845208	0.54688959	0.389916525	0.321363023	0.325199494	0.282804782	0.243594782	0.220564931	0.19583534	0.347027919	0.113821174	0.224042909	0.238847307	0.15591452	0.203514716	0.264557653	0.391847955	0.411969315	0.260844648	0.427508157	0.136574262	0.268420949	0.226440597	0.30033299	0.206072008	0.244793714	0.240410363	0.250035309	0.178344468	0.195569009	2.654772485	0.551652426
0.466	HC	alkane		C7H14	methyl cyclohexane	2019	0.112297284	0.137827645	0.148502259	1.714627382	0.109851169	0.143333368	0.132952898	0.135515396	5.222094847	0.143306286	0.121341784	0.192440548	0.245394712	0.204070247	0.015666112	0.032410058	0.056794571	0.020949064	0.021203274	0.067369012	0.076909372	0.064817471	0.576439981	0.163133547	0.191864119	0.363150815	0.151271226	0.072403658	0	0.187934225	0.169930297	0.216723305	0.212860307	0.202504449	0.176365782	0.084123406	0	0.118677071	0.048285381	0.712924663
0.471	HC	alkene		C8H16	3,4,4-trimethyl-2-pentene	2019	0.142711681	0.25885319	0.18398044	0.137884765	0.175639679	0.135169791	0.285785234	0.304651662	0.246312869	0.127367226	0.216758724	0.121868305	0.108120189	0.121262278	0.931443404	0.257116792	0.705856253	0.195095674	0.516598033	0.416290571	0.35308675	0.216876414	0.134510764	0.186872768	0.21098455	0.290449775	0.351374838	0.223671902	0.098636885	0.222988806	0.050879935	0.332098707	0.279254418	0.165040213	0.217109055	0.250748866	0.211079972	0.165810087	0.35881038	0.306808529
0.492	OVOC	ketone		C6H12O	methyl isobutyl ketone	2019	0.101222283	0.089262843	0.21334079	1.050411287	0.125450652	0.105058692	0.12001843	0.053768371	1.741764769	0.224782218	0.413569838	0.357888359	0.19901319	0.326024851	0.154152653	0.108640397	0.187973784	0.097420989	0.148885146	0.150747283	0.192079659	0.218165413	1.292836892	0.325875886	0.192612265	0.968328351	0.109570312	0.28034848	0.095373769	0.379731157	0.566029749	0.700553741	0.16276672	0.128972738	0.406922685	0.088157133	0.099140376	0.383695905	0.121548386	0.364867272
0.536	HC	alkane		C8H18	2-methyl-heptane	2019	0.533148365	0.509328506	0.492074185	0.544394711	0.50930098	0.504299799	0.549011602	0.586336489	0.62533677	0.605856673	0.6036617	0.653857481	0.703856731	0.71596157	0.027122343	0.019575099	0.064213507	0.020720034	0.034265329	0.019373658	0.020850506	0.040248748	0.455239079	0.605533368	0.594885949	0.654703705	0.637731696	0.60392012	0.01582689	0.737911663	0.692087073	0.60844636	0.750266161	0.559360414	0.702544899	0.424663667	0.018628358	0.360982309	0.040714559	0.054602245
0.535	HC	Bz		C7H8	toluene	2019	8.894390647	8.771230064	8.827576911	9.406962498	8.42114143	8.638200144	8.789544804	9.259775689	10.70412859	9.470360459	9.573528523	10.59117735	11.33542061	11.77895805	0.845656075	0.652034662	1.174652163	0.806377273	0.916739676	1.065745076	1.269148465	1.025417296	7.372367418	9.691857226	9.769530454	10.22096106	10.11261139	9.941301723	0.47375987	11.91150531	9.94074548	11.99681863	12.26740664	10.22691545	10.29356023	7.423057022	1.400784474	6.68218059	2.100269826	2.425645674
0.551	OVOC	ovoc			ovoc	2019	1.677129391	1.533482855	1.530422893	1.736297573	1.718585818	1.643750083	1.707885639	1.772143542	2.008985936	1.887397753	1.88135145	2.034191726	2.081569058	2.234320333	0.324118726	0.267413273	0.562129315	0.311406077	0.337764821	0.270624084	0.353102443	0.362140313	1.562629799	2.040881831	1.889054494	2.179995448	1.975224142	2.069790894	0.09150922	2.603508174	1.96670134	1.973764914	2.485426864	1.87331361	1.757300841	1.259311119	0.214602787	1.27097312	0.266505927	0.470402189
0.547	OVOC	ester		C6H12O2	butanoic acid, 2-methyl-, methyl ester	2019	0	0	0	0	0.00426884	0	0.001447403	0.002489972	0.003391627	0.001135595	0	0.00140247	0	0.004194681	0.004878313	0.000320839	0.02291779	0.005948683	0.007623475	0.006447822	0.008738784	0.01571516	0.003177544	0.008170108	0	0.010395602	0.005768416	0.003362353	0	0.003810728	0	0	0.003288096	0	0.00154682	0.00791197	0.00747612	0	0.006207312	0.022741482
0.567	HC	alkane		C8H16	3-methylene-heptane	2019	1.584116822	1.469724692	1.492456109	1.579837462	1.530438689	1.612141394	1.663320499	1.734733797	1.770473381	1.75015144	1.80464323	2.006110554	2.072413406	2.105577513	0.091210821	0.05373476	0.187786529	0.07618619	0.068290518	0.101154014	0.168292969	0.156034718	1.412591754	1.860354069	1.861069109	1.949134783	1.896122141	1.846921153	0	2.305789174	2.136077156	1.874127502	2.276004038	1.930557145	1.815903717	1.428293307	0.092644815	1.232645908	0.062767831	0.175593165
0.581	OTHER	other			other	2019	0.102491736	0.081491884	0.063540314	0.158025345	0.109918398	0.106143499	0.113601218	0.111707501	0.14253136	0.189524171	0.184040256	0.116143044	0.122081298	0.14011498	0.127882286	0.134863484	0.193281541	0.114776809	0.150413015	0.090063894	0.048515717	0.197883195	0	0.1990586	0.153866994	0.178245903	0.199798589	0.317101711	0.154512969	0.329133383	0.257864268	0.186669259	0.264044583	0.154364003	0.181162458	0.374578934	0.153385652	0.145738752	0	0.399097946
0.571	HC	alkene		C8H16	1-octene	2019	0.764766238	0.563072991	0.753956289	0.804037577	1.328420593	0.780755388	1.512019327	0.907149222	1.008296925	1.491724071	1.845118947	0.813916851	0.838272216	1.174957082	1.742677556	0.920061948	1.57626646	1.498868598	1.003515906	0.973392983	1.106747791	1.553568621	1.188742727	2.226064921	1.412468581	1.540281398	1.032491262	1.239296344	0.634215691	1.258390899	1.434885966	1.347357341	1.104136021	1.241414056	0.744561815	1.388718584	1.024446685	1.003284687	1.233203512	1.804041762
0.587	HC	alkane		C8H18	octane	2019	3.088342403	2.872436251	2.860608	3.099265282	3.10379166	2.997468902	3.204300662	3.277243187	3.420477031	3.442549013	3.657664467	3.594430527	3.737040275	4.032686452	0.887150869	0.613801334	1.242098713	0.771311611	0.634279552	0.555286319	0.695572826	0.840860352	2.715014922	3.563223804	3.350104823	3.635475785	3.438987784	3.494582626	0.402029535	4.308245954	3.822692937	4.150216385	4.151623947	4.068055511	3.102693913	2.686983552	0.587465028	2.26287877	0.68053765	0.91312604
0.587	GLV	aldehyde		C6H12O	hexanal	2019	1.623528235	0.723904657	1.124183255	1.275712354	3.419788319	2.988275426	1.780174202	2.58909623	1.498711189	2.699598001	2.250069867	2.197775992	1.028497805	1.383686299	3.276094262	1.534838764	17.16265978	3.527003182	4.066686963	3.199248205	3.092390997	5.473050438	1.900517151	3.224296565	1.443215513	2.816832366	1.706785746	1.564422779	1.283387878	2.561792421	1.762778896	1.394061504	1.833269335	1.493249329	1.369178857	2.822116671	5.289059606	1.603467615	0.851434862	2.850243184
0.622	OTHER	other	Y	C6H18O3Si3	hexamethyl-cyclotrisiloxane	2019	25.34003881	20.16163195	26.89132481	29.32902053	29.18168364	31.12663511	23.64033012	33.73534931	27.37054862	27.72570394	34.4107592	20.33180182	23.39792223	20.39554812	15.79088207	20.53846776	37.28441966	20.63289767	25.28207624	17.984991	10.23682338	30.23386839	27.29023743	33.38020062	34.33782906	33.51452767	31.81721117	25.41286583	15.8476777	31.15558652	15.89737893	33.09388957	23.85153886	17.72829034	30.97565284	27.2129758	32.33285533	18.71904341	7.219937893	28.15017482
0.63	HC	alkane		C9H20	2,4-dimethyl-heptane	2019	0.689775748	0.706925222	0.589031809	0.558098916	0.549939933	0.561744925	0.611487119	0.599389973	0.625131342	0.541270927	0.665463957	0.800410681	0.960778373	1.794135052	0.346458812	0.21650795	0.485346223	0.282303333	0.248098143	0.199849827	0.327478182	0.420057984	3.084053722	1.14853815	0.97928914	0.762782274	0.794609148	0.823863094	0.90313412	0.98815544	0.672744636	0.90459997	0.768330293	0.582098583	0.583930313	0.438800364	0.191519025	0.4334232	0.173968936	1.043062607
0.636	HC	alkene		C8H14	1,3-octadiene	2019	0.038151623	0	0.011067615	0	0.072117464	0.097527395	0.187673673	0.110197986	0.017511265	1.270826114	0.188537334	0.030794602	0	0.006641535	0.027571195	0.001210394	0.086115438	0.116499738	0.058925462	0.047157757	0.091773938	0.125816244	0.482686031	0.125086901	0.056568679	0.090173769	0.037960024	0.053269022	0.093255889	0.032198935	0.008056749	0.061051761	0.046616653	0.017212041	0.021421901	0.165943084	0.063572836	0.044652701	7.09751E-05	0.239498391
0.657	HC	alkane			alkane	2019	0.655544055	0.634664971	0.632767081	0.670048093	0.656326098	0.642767039	0.662031851	0.709527685	0.70554667	0.651806151	0.730367402	0.799238578	0.842345186	0.882811528	0	0.004752595	0.057863629	0.005607018	0.004673542	0.009701272	0.011240721	0.023053477	0.746696019	0.74051405	0.73868067	0.761045169	0.754970394	0.701680868	0.004407995	0.926465578	0.589636536	0.925168679	0.930868248	0.710884614	0.69418238	0.520194107	0.007521528	0.453986819	0.001287025	0.033104463
0.653	OVOC	furan		C5H4O2	2-furaldehyde	2019	0.455585496	0.169665898	0.120656084	0.234672101	0.530849446	0.043989268	0.195142494	0.125193281	0.112525088	0.446540341	0.893634027	0.180256452	0.072124329	0.137386677	0.367418038	0.471401431	0.589188987	0.372236231	0.420973811	0.369191265	0.1971678	0.432584674	0.46344142	0.378894846	0.147292259	1.381497337	0.210678717	0.339096264	0.658908799	0.389859409	0.219154962	0.478830209	0.183133703	0.085991796	0.468684425	0.853847639	0.487111215	0.334443683	0.193726313	0.823680227
0.67	HC	alkane		C9H20	2,5-dimethyl-heptane	2019	1.08990479	1.071393833	1.08018743	1.103814242	1.054694701	1.124452798	1.098438507	1.22399837	1.200743227	1.210782852	1.229375067	1.403898447	1.486708586	1.519861755	0.026094643	0.012528932	0.069438364	0.015018074	0.014447137	0.012478256	0.016106727	0.025590291	1.394431972	1.229947701	1.221710005	1.275070444	1.296557605	1.13554959	0.004459994	1.556125913	0.968478002	1.545819295	1.574479724	1.41400216	1.116814545	0.8343162	0.012429435	0.748574266	0.006403101	0.035097394
0.68	HC	alkene		C9H18	1,1,3-trimethyl-cyclohexane	2019	0.762786646	0.720985405	0.736709811	0.742967654	0.746146216	0.741110233	0.742961048	0.837521506	0.797799845	0.829429985	0.842425321	0.942328028	0.987118652	1.007939164	0.005235565	0	0.030986326	0	0.013809913	0.007069201	0.017679956	0.006739299	0.894447264	0.868450925	0.868099306	0.865279309	0.900587544	0.687841415	0	1.064407473	0.746721507	1.078143666	1.109558923	0.90654071	0.837287229	0.599866511	0.015745071	0.563543745	0	0.00452379
0.691	GLV	aldehyde		C6H10O	trans-2-hexen-1-al	2019	0.13455689	0.141302299	0.080891324	0.072403227	0.150208458	0.171022939	0.166380441	0.203249466	0.077226573	0.192378606	0.327666527	0.195574326	0.149718372	0.195955701	0.338639634	0	1.221624258	0.06463519	0.197681961	0.084099325	0.001009691	0.145618907	0.260040881	0.14944451	0.195067553	0.207782297	0.217410609	0.055568557	0.031425685	0.226201554	0.043161148	0.251358543	0.172548403	0.148224165	0.130920137	0.251867028	0.264870558	0.099129641	0.019577444	0.160082651
0.708	HC	alkene		C9H18	1,2,4-trimethyl-cyclohexane	2019	0.542437835	0.520737919	0.540015607	0.530784034	0.528744088	0.553748367	0.546042816	0.589491619	0.603745244	0.577251611	0.603774971	0.663666983	0.739232325	0.757790874	0.011542714	0.00125247	0.006782528	0.00121446	0.003566894	0.002061638	0	0.002034751	0.645346832	0.631377843	0.667307797	0.660190335	0.702020725	0.450363162	0	0.822911147	0.570210034	0.842697358	0.79237727	0.698404528	0.668529811	0.471164454	0.00230021	0.434623631	0.002268525	0.001720281
0.696	GLV	alcohol		C6H12O	cis-3-hexen-1-ol	2019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5057247	0.15632887	1.157494268	0.243133117	0.311208392	0.244348905	0.220077278	0.411859847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.299454638	0	0.118219911	0.290799472
0.726	HC	alkane		C9H20	4-methyl-octane	2019	0.755334782	0.723949744	0.691802978	0.630836554	0.673703898	0.661551759	0.71146957	0.748288761	0.698059563	0.672483834	0.751752601	0.856837384	1.021793959	1.734805077	0.361886222	0.196913375	0.487239726	0.28234874	0.271540776	0.204160955	0.303911693	0.426985218	3.207276152	1.177163549	1.064201674	0.838871613	0.898101937	0.644198851	0.967280277	1.101308727	0.751795133	1.010219683	0.736028412	0.856882063	0.95941699	0.489387874	0.186442216	0.467353173	0.188766195	1.10346619
0.728	HC	alkane		C9H20	2-methyl-octane	2019	0.642032656	0.633428079	0.567561986	0.646245724	0.629982269	0.667921455	0.644461666	0.665758816	0.693718118	0.693769565	0.755529391	0.799502665	0.80902776	0.904388752	0.055966617	0.025782259	0.10845627	0.047062906	0.038897967	0.037466613	0.078475448	0.077883516	0.744666847	0.776555707	0.734450818	0.79120989	0.773932223	0.457399725	0.079674494	0.958562058	0.589535655	0.891222556	0.72399703	0.891906889	0.900908531	0.50260083	0.026362273	0.447640563	0.028261567	0.079043998
0.715	HC	Bz		C8H10	ethylbenzene	2019	0.158798022	0.149168343	0.130104274	0.181679042	0.158959714	0.167738215	0.168848348	0.168573109	0.270249102	0.214406513	0.19357787	0.182450446	0.172070772	0.253711385	0.156766606	0.147656614	0.224487599	0.204941623	0.295111307	0.214936964	0.280368087	0.214531681	0.415963705	0.428338788	0.272903774	0.279737848	0.279134339	0.229295618	0.386315743	0.29339718	0.163779354	0.218931408	0.408317308	0.259897755	0.284792004	0.318893097	0.600728633	0.479365666	0.546169949	0.56548389
0.732	HC	Bz		C8H10	p-xylene	2019	0.675445247	0.548232096	0.495720914	0.692945105	0.628822641	0.631019973	0.67718587	0.605715963	0.955000767	0.693775265	0.814579384	0.690870859	0.61483042	0.974146218	0.661477966	0.491051591	0.834033303	0.637994073	0.913827726	0.794193995	1.165629469	0.899865717	1.848735397	1.504598614	0.954852707	0.989927437	0.901249436	0.977796059	1.224753496	1.007972062	0.61196895	0.739366145	1.027384741	0.835475208	0.996200091	1.134849061	1.801702756	1.567959657	1.947767887	1.844314802
0.772	OVOC	ketone		C7H14O	3-heptanone	2019	0.491146178	0.098749273	0.270548019	0.538068446	0.462386648	0.31944786	0.372134243	0.263814889	0.391542813	0.584410228	0.889973124	0.418715664	0.216093973	0.655760773	0.724628662	0.608069028	1.020215663	0.754732624	0.412602203	0.57677443	0.421877857	1.459655872	1.218801263	0.493639203	0.422606743	0.797163767	0.534626609	0.288016741	0.619606473	1.536359958	0.596646378	0.361021014	0.277901998	0.369148181	0.574665127	0.596269244	0.759935143	0.419519851	0.204520741	0.728482323
0.773	HC	alkane			alkane	2019	1.082219828	0.922661406	0.99186194	1.07733248	1.11956557	1.104842582	1.078819756	1.161510894	1.172611794	1.230831451	1.207637251	1.310072151	1.325406974	1.413432256	0.205409799	0.053515708	0.815145931	0.215669411	0.350727269	0.144957956	0.219649642	0.25660479	1.509707749	1.27287073	1.2069985	1.341858112	1.304943268	0.780585559	0.106139644	1.565333981	0.981739977	1.505918158	0.941733864	1.401211382	1.535118706	0.948416202	0.338957247	0.805468509	0.04931001	0.113589995
0.765	OVOC	ketone		C7H14O	2-heptanone	2019	0.193293071	0.003544659	0.052297093	0.131090554	0.223247203	0.200259614	0.087629511	0.159908416	0.148940128	0.191523437	0.342367482	0.147825953	0.058578286	0.157851665	0.483473995	0.276592209	1.145082983	0.336661317	0.37433257	0.352167685	0.327949397	0.649254066	0.451582055	0.324717407	0.084587459	0.439985016	0.174970652	0.113817116	0.372920691	0.500781491	0.198861644	0.06868115	0.090128553	0.018472155	0.235927116	0.326445555	0.544987609	0.151092168	0.06571645	0.403722624
0.779	HC	alkene		C9H18	1-ethyl-4-methylcyclohexane	2019	1.020569328	0.958234449	0.975308074	1.014777569	1.019414053	1.037731362	1.035196153	1.099775289	1.079687504	1.102088001	1.145246658	1.258606601	1.328311809	1.330430754	0.014659999	0.015567522	0	0	0.011049729	0.020990246	0.025480586	0.007548429	1.255078078	1.120712751	1.141337814	1.178268012	1.189349266	0.794527488	0	1.387763112	1.012097419	1.420032068	0.982635626	1.413863974	1.352932884	0.827847907	0.008345764	0.762923701	0.043644262	0.028284217
0.766	HC	alkene		C9H18	1-nonene	2019	0.409528494	0.290548893	0.465555551	0.490176144	1.161033566	0.552297902	1.524808483	0.541092124	0.5657849	1.103345809	1.681685529	0.590889912	0.505443654	0.954371173	1.505905423	0.555958215	1.12395107	0.901542277	0.729554319	0.810760516	0.600920747	1.043536918	1.351495865	3.342542474	1.11201307	1.172330342	0.939552347	0.441647846	0.817687835	0.980496759	0.623004155	1.177135798	0.705837874	1.978086028	0.576303137	0.922329272	0.851885308	0.984403154	0.745959136	0.769589249
0.77	OVOC	acid		C6H8O2	sorbic acid	2019	0.005614563	0.011035001	0.009148628	0.007194615	0.014199358	0.007958349	0.009160436	0.015109117	0.011045089	0.012381665	0.014607045	0.010413518	0.001602226	0.015388866	0	0	0.005043562	0	0	0	0	0	0.010175041	0.022245814	0.008211264	0.019142728	0.008771484	0.011959973	0	0.011411778	0.007516919	0.003231474	0.015508035	0.014028862	0.006521728	0	0	0.011205806	0	0
0.775	HC	Bz		C8H8	styrene	2019	0.380107637	0.361460479	0.37766025	0.376166572	0.39862628	0.378142634	0.404390081	0.420174055	0.416650206	0.440177633	0.465929957	0.47618006	0.499691419	0.526484566	0.047923483	0.022963458	0.059242032	0.027302757	0.032203482	0.031298216	0.026645803	0.0403631	0.477363847	0.519642554	0.469076776	0.472782928	0.485342663	0.307731142	0.027307866	0.558493342	0.373349539	0.566891907	0.381099926	0.553753217	0.528851211	0.343935029	0.033701927	0.322437616	0.031878365	0.032229847
0.781	HC	Bz		C8H10	o-xylene	2019	0.207497525	0.181291002	0.154283344	0.22576747	0.179836358	0.182581987	0.179659307	0.180311996	0.34180213	0.210311971	0.251449153	0.202856387	0.212470188	0.348260899	0.171517083	0.142073672	0.217986922	0.196597222	0.261769683	0.225087906	0.273475593	0.229901675	0.794168421	0.483023029	0.32400982	0.313100669	0.307673605	0.265015128	0.38613596	0.344840193	0.197070164	0.258800592	0.320846013	0.258163103	0.301082445	0.282093975	0.464524068	0.414790067	0.424348845	0.552088829
0.796	HC	alkane		C9H20	nonane	2019	3.621216644	3.170865136	2.951129064	3.403132888	3.623901987	3.501598192	3.753327109	3.788633962	3.434848304	3.993936975	4.165618628	4.345443336	2.732396691	4.92642753	0.300374286	0.233483429	0.63936901	0.339696291	0.217792862	0.179422176	0.220368336	0.366940678	4.348086699	4.236132273	3.704835758	3.880079532	4.225863984	2.52297571	0.285942557	5.104425304	3.24555261	4.412763138	3.225034456	4.225895374	4.690275362	2.820077115	0.34026424	2.538901544	0.293618851	0.58795396
0.797	OVOC	ovoc		C7H12O	ovoc	2019	0.049430879	0.027395467	0.043566026	0.0360556	0.030541257	0.04212928	0.040431135	0.038116306	0.030072539	0.029062954	0.034371827	0.025188155	0.025872764	0.023326961	0.01182263	0.00345303	0.018696809	0.005913124	0	0.004319713	0.005433251	0.008843042	0.023081515	0.0125326	0.01770613	0.016155709	0.017556765	0	0.004684096	0.022304456	0	0.018885033	0	0.007769235	0.014157935	0.007986379	0.005871923	0	0	0
0.801	GLV	aldehyde		C7H14O	heptanal	2019	0.889587976	0.234851973	0.395414693	0.557024348	2.289740522	1.98560278	0.821424731	1.628545048	0.805197706	1.371595283	1.56397343	0.951158041	0.463758	0.848303927	2.258020981	1.072193826	10.42644039	2.126740377	2.900208863	1.760741625	1.400396054	3.522241871	2.150220075	1.583159062	0.674447544	1.634357589	0.981925443	0.486078573	1.238527051	1.88452982	0.99791288	0.665037239	0.674314228	0.648009218	1.04516939	1.840893562	3.481674752	1.077916222	0.371249201	2.080352555
0.818	HC	alkane		C9H18	alkane	2019	0.297284887	0.279785923	0.298568499	0.294811654	0.299018446	0.301152382	0.290705411	0.330827162	0.324869267	0.324993822	0.321225201	0.371494741	0.457212491	0.359681607	0.022865251	0.004730254	0.05289337	0.017428028	0.018613309	0.011107713	0.018109507	0.017378508	0.327750006	0.331940593	0.324556008	0.378058537	0.341528424	0.215673965	0.014539004	0.39674284	0.290309494	0.407700184	0.286553052	0.327398273	0.33917507	0.263930845	0.022175832	0.236402571	0.006752007	0.006708876
0.82	OTHER	other			other	2019	0.223180208	0.19700165	0.192685639	0.214445553	0.223853901	0.228065891	0.23019095	0.253972061	0.22405184	0.252404037	0.274364829	0.296827577	0.200991106	0.31978261	0.008184673	0.001512706	0.002119455	0.004016586	0.003293603	0.003267171	0.002034826	0.01071441	0.317887612	0.267836393	0.2560031	0.249294806	0.281345168	0.15582152	0.004042723	0.359522575	0.210911898	0.321225185	0.196526737	0.24559016	0.253602737	0.172452665	0.005431007	0.14822049	0	0.008962716
0.831	HC	alkane		C10H22	3,4,5-trimethyl-heptane	2019	0.375341366	0.292879336	0.222104138	0.300397605	0.397628842	0.407068352	0.367342012	0.439374778	0.256829717	0.426045487	0.417137937	0.479791866	0.15107199	0.487582246	0.022551833	0	0.0662336	0.015044491	0.040464866	0.019739897	0.039692817	0.08640126	0.598027488	0.494265835	0.306063583	0.321388365	0.454358556	0.278659309	0.016509707	0.543748654	0.337131544	0.381670352	0.359349754	0.39741245	0.411025349	0.292009968	0.029386647	0.282949326	0	0.011481195
0.845	OTHER	other			other	2019	0.661492951	0.554024538	0.496160245	0.580292106	0.657427454	0.652494001	0.665267488	0.727023629	0.580225808	0.742366011	0.761416921	0.825242433	0.572280102	0.847257943	0.038975024	0.010023257	0.112025471	0.019042858	0.025309116	0.028887567	0.034562471	0.055853103	0.860152482	0.771819442	0.656428728	0.681549984	0.786337637	0.456373544	0.026601284	0.965653129	0.570119661	0.792212012	0.592562208	0.627292953	0.688501189	0.55249765	0.035508767	0.486637682	0.00783285	0.022037166
0.843	MT	MT		C10H16	a-tricyclene	2019	0.058893516	0.085185038	0.06845072	0.06552341	0.029917644	0.026947774	0.050506482	0.030101306	0.06275271	0.056294169	0.096184192	0.035188918	0.058659642	0.31010016	0.051128777	0.050778214	0.03276835	0.068499423	0.027055248	0.027062369	0.055912727	0.086959565	0.385678707	0.139372506	0.17767685	0.107574896	0.101561904	0.129701385	0.092091734	0.046244704	0.051962565	0.076305754	0.017796173	0.02188798	0.050184307	0.05670043	0.031477738	0.046314279	0.056036045	0.581331586
0.863	OTHER	other			other	2019	1.110969901	0.877503807	0.812571086	0.945435984	1.114278325	1.111311177	1.119493472	1.212126322	0.954887788	1.239994485	1.223734583	1.38339367	1.035406543	1.360835731	0.070771592	0.027405206	0.131971668	0.037261973	0.051575494	0.04578928	0.062569374	0.06898591	1.387693551	1.283827763	1.04949459	1.065629564	1.316121817	0.752863351	0.041698454	1.58722522	0.949139365	1.280655589	1.043675236	1.036892501	1.142439743	0.899633452	0.069339596	0.804995963	0.041051691	0.059814049
0.866	MT	MT		C10H16	a-pinene	2019	0.0031276	0.00136464	0.002393632	0.019620184	0.112443391	0.113587439	0.006798577	0.124416399	0.039526139	0.010070526	0.005084414	0.006944059	0.002964157	0.003419094	0.034569815	0.029978939	0.10815762	0.041290761	0.085852004	0.0897075	0.085952195	0.11877021	0.090915992	0.049004951	0.009596013	0.026921473	0.008632492	0.002913651	0.042481596	0.03646191	0.000646347	0.007726027	0.018980834	0.002919032	0.009608306	0.072615415	0.144036139	0.027699431	0.063495073	0.687014381
0.879	HC	alkane		C10H22	3-ethyl-2-methyl-heptane	2019	0.745026863	0.653507089	0.573740078	0.697064399	0.765475017	0.757019311	0.780636868	0.842020938	0.708363635	0.852783706	0.914930287	0.940994943	0.528273217	1.06460066	0.007970514	0.03488374	0.01282619	0.007521546	0.00590304	0.007922768	0.00149803	0.011765621	0.916621002	0.884355174	0.794542558	0.850566174	0.921915795	0.542156389	0.024578995	1.128734013	0.710011428	0.949834569	0.714069258	0.674376878	0.813413912	0.588821296	0.009451888	0.535782609	0	0.012858994
0.889	OTHER	other	Y		other	2019	0.050355536	0.027048915	0.048292216	0.056306956	0.039133033	0.099886254	0.064408321	0.0761128	0.042227192	0.054492282	0.088202127	0.040641374	0.064061204	0.087631594	0	0.065500373	0.100518562	0.037619509	0.060730716	0	0	0.059854233	0.133122684	0.09505373	0.109958172	0.126141861	0.141116455	0.155854834	0.152095251	0.192732611	0.130713838	0.119506613	0.132747688	0.10737942	0.124786324	0.244387328	0.137420249	0.063226698	0	0.206220352
