RRT	Group	Class	Exclude	MF	VOC	Year	3-2378_191101_40_1_c.CDF	4-2379_191101_41_2_h.CDF	5-2381_191101_43_4_hxn.CDF	6-2382_191101_44_5_h.CDF	7-2383_191101_45_6_n.CDF	8-2384_191101_46_7_hxn.CDF	9-2385_191101_47_8_h.CDF	10-2386_191101_48_9_n.CDF	11-2387_191101_49_11_n.CDF	12-2389_191101_51_19_c.CDF	13-2390_191101_52_blank_1.CDF	14-2391_191101_53_1_c.CDF	15-2392_191101_54_2_h.CDF	16-2393_191101_55_3_hxn.CDF	17-2394_191101_56_4_hxn.CDF	18-2395_191101_57_5_h.CDF	19-2396_191101_58_6_n.CDF	20-2397_191101_59_7_hxn.CDF	23-2403_191101_61_9_n.CDF	24-2404_191101_62_11_n.CDF	25-2406_191101_64_19_c.CDF	26-2407_191101_65_blank_1.CDF	27-2408_191101_66_C_1.CDF	28-2409_191101_67_C_2.CDF	29-2410_191101_68_C_3.CDF	30-2411_191101_69_LN_1.CDF	31-2412_191101_70_LN_2.CDF	32-2414_191101_72_blank.CDF	33-2415_191101_73_C_1.CDF	34-2416_191101_74_C_2.CDF	35-2417_191101_75_C_3.CDF	36-2418_191101_76_LN_1.CDF	37-2419_191101_77_LN_2.CDF	38-2420_191101_78_LN_3.CDF	39-2421_191101_79_blank.CDF	44-2500_191104_50_12_c.CDF	45-2502_191104_63_12_c.CDF	46-2503_191104_71_LN_3.CDF	47-2554_191108_60_8_h.CDF	48-2556_191108_42_3_hxn.CDF
0.89	OTHER	other	?		other	2019	0.03466096	0.002304213	0.010453462	0.043428514	0.02860624	0.005237242	0.020294028	0.014481401	0.032350422	0.037664904	0.121906621	0.013076859	0.010608805	0.040190669	0.127494746	0.060921935	0.056064012	0.026624145	0.004753637	0.020065905	0.019296618	0.126390589	0.045530811	0.011551033	0.025450397	0.109171253	0.023835858	0.020034125	0.049514949	0.175372554	0.105850985	0.018763266	0.021547738	0.020540276	0.022547057	0.02254863	0.019912473	0.019973455	0.030789446	0.075525513
0.902	MT	MT		C10H16	a-fenchene	2019	0.000840416	0.002684138	0.005207968	0.0043354	0	0	0	0.002020962	0.005568927	0.001813351	0.003452947	0	0.00663535	0	0	0.005719294	0.005006528	0.005705826	0	0	0	0.004493749	0	0	0.004281085	0.005214624	0.001831692	0.00336253	0.006690589	0.005928745	0.001618183	0.006682043	0.001789512	0.001506779	0	0.005549394	0.004744376	0.002768737	0.004265109	0.003013345
0.9	MT	MT		C10H16	camphene	2019	0.935508296	0.925843028	0.715104292	0.663885793	0.662611946	0.641282537	0.806616584	0.702375157	0.614494988	0.641463818	1.030173157	0.61246859	0.653976297	2.12763737	0.747858161	0.446905298	1.05279939	0.826033666	0.765144132	0.60141053	1.265388019	1.52267331	5.821663743	1.886731276	1.621811166	0.97827447	1.180379537	1.333856331	1.198244433	0.541863681	0.466022913	0.734594007	0.358224425	0.398075987	0.849177173	0.782173374	0.615542878	0.587464473	0.51026494	5.900225301
0.905	OVOC	ovoc			ovoc	2019	1.257969713	0.481771271	0.545841163	0.955343427	2.086652203	1.780182737	1.324705667	1.772188865	1.083035506	1.568021991	2.066576291	1.374626098	0.432773314	1.391226281	2.002678383	1.035699504	2.951303832	0.771854631	2.132648592	0.992223356	0.841559314	2.687869283	2.921739748	1.611719533	0.905351242	1.716898405	1.676709251	0.694157529	0.794411908	2.625968486	1.300563471	1.101249002	1.058824975	0.945339453	1.382343611	1.731511808	1.338187611	0.965873107	0.345092633	1.406671509
0.911	HC	alkane			alkane	2019	0.513724583	0.07958032	0.038346833	0.13508299	0.638682108	0.659397174	0.570747976	0.682719811	0.087571078	0.677180179	0.430258284	0.750644446	0.022738412	0.330910657	0.140953511	0.119387353	0.235302902	0.064105016	0.146216201	0.292879515	0.243855354	0.244707102	0.770114313	0.759870476	0.077196752	0.070537495	0.67730966	0.18450143	0.029022185	0.774980047	0.205273152	0.085246221	0.612968677	0.580505579	0.548452261	0.519533033	0.089254669	0.479615575	0.2360591	0.09462043
0.918	HC	alkane		C10H20	alkane	2019	0.534740879	0.494103518	0.474902624	0.500161858	0.524729141	0.521835546	0.522975675	0.579827898	0.575911372	0.572186089	0.633609406	0.660885351	0.6011203	0.753114986	0.089785397	0.016720231	0.0956947	0.038158031	0.032372794	0.024351104	0.038525001	0.047342466	0.5718026	0.641261463	0.632899172	0.65321363	0.601234651	0.41448662	0.041691379	0.762409229	0.515981713	0.723364674	0.471747426	0.487932487	0.738600375	0.430670658	0.057394872	0.40286883	0.025311106	0.049393083
0.919	OVOC	oBz		C7H6O	benzaldehyde	2019	7.19206273	4.436273487	5.557345481	6.935120388	5.300569455	4.433808329	4.812829286	5.093197046	8.07230995	5.920957108	9.387036645	6.940549094	9.782060199	12.04746831	9.471029491	12.40398138	11.20109929	12.01478223	8.37618094	11.54372086	10.66625107	13.08140556	10.02034895	6.755441636	5.826662963	10.51510961	12.84461213	5.621731372	6.694650829	12.53366491	5.267073116	7.944480434	6.162295833	5.602612343	9.993863767	6.418901242	7.569625462	4.706868441	11.6993552	8.187458122
0.94	OVOC	oBz		C6H6O	phenol	2019	1.30922725	0.429030783	0.542027814	0.873264396	1.186457838	0.729887377	0.99885148	0.76836703	1.323642591	1.468176077	3.047211426	0.901209154	1.110097172	1.751604634	1.4446735	1.499379132	1.434452471	0.995927	0.768632257	0.737827237	0.264832297	1.65569494	2.088090003	0.994118544	1.294335392	3.321565025	1.878820511	0.962861098	2.340693285	3.499409452	1.692314195	1.223121557	0.910998525	0.801726625	1.599427311	1.651011634	1.078947129	0.777119102	0.414217235	2.005728783
0.944	OVOC	alcohol		C8H16O	1-octen-3-ol	2019	0.375419578	0.177309451	0.185111674	0.300413796	0.457582329	0.364265092	0.353196746	0.393339345	0.314997683	0.439181223	0.474201018	0.467916949	0.243707646	0.374754431	0.440352886	0.223254047	0.829517922	0.340089261	0.279690594	0.333909286	0.267286297	0.661209111	0.570432219	0.464711551	0.274195354	0.412391477	0.530095929	0.15972125	0.120913922	0.543271808	0.324481478	0.259480389	0.216139654	0.22489906	0.428031471	0.50004375	0.236928499	0.242499859	0.119249966	0.342691864
0.958	MT	MT		C10H16	b-pinene	2019	0.023866442	0.015532296	0.015914492	0.018947917	0.028678384	0.022270921	0.023678682	0.023791179	0.024167434	0.041700887	0.036093473	0.021053136	0.021017133	0.031897052	0.039023679	0.022407901	0.061294312	0.022381619	0.029987342	0.030850882	0.026690994	0.042161752	0.045070875	0.044613807	0.026055365	0.041241416	0.039093503	0.0171133	0.027164148	0.043376367	0.028968182	0.019910196	0.019213604	0.018226143	0.023769321	0.052692253	0.028461155	0.028184837	0.024602739	0.073474525
0.962	HC	Bz		C9H10	a-methylstyrene	2019	0.69261534	0.644176099	0.437880415	0.49551058	0.8715555	0.783013565	0.58060281	0.635650328	0.359522054	2.506476508	0.621832862	0.325743887	0.218483706	0.487672978	0.303357108	0.15869856	0.683322189	0.357739183	0.317311028	0.248189601	0.42153521	0.381482092	1.948383296	1.05030351	0.650565123	0.648700635	0.548409806	0.519855609	0.40994374	0.363357967	0.333197929	0.254749989	0.27353284	0.307279194	0.318701693	1.389361724	0.285177212	0.34605515	0.168806915	3.025611901
0.962	OVOC	ketone		C8H14O	6-methyl-5-hepten-2-one	2019	0.519613731	0.129808555	0.344759376	0.303300778	1.501451621	1.439540561	0.549587288	0.811044515	0.470302979	0.552974867	0.598895977	0.428066309	0.222505011	0.444855241	0.559125952	0.599057687	3.097895529	0.9854848	1.475399001	0.536844552	0.27254737	4.208070422	1.581665846	0.987289499	0.534456063	0.858103818	0.652905394	0.412090011	1.065745237	0.774754789	0.410707877	0.44589149	0.332361113	0.345972432	1.404635433	0.634834917	0.908784551	0.429597605	0.233348988	1.588488396
0.967	OTHER	nitro	?	C7H5N	benzonitrile	2019	0.755324785	0.702175652	0.548278889	1.221084509	0.386222876	0.263184236	0.615286482	0.377145585	1.076758654	0.580732511	1.054492311	0.712681684	1.207085461	1.454653379	1.253720117	1.945571031	0.982707428	1.410041251	0.719708648	1.517411725	1.575988071	1.360915283	1.016582463	0.833136214	0.722938355	1.281151119	1.783509382	1.252885256	0.704690012	1.54210274	0.797565077	0.749212108	0.700940947	0.860500357	1.609524298	0.840973737	0.854050151	0.810240714	3.773285705	1.405299672
0.971	OTHER	other	Y	C8H24O4Si4	octamethyl-cyclotetrasiloxane	2019	8.727006577	2.227322635	2.910927097	3.260508044	27.06221545	32.07519209	10.00743102	32.45800342	2.805512886	13.77187675	4.245298682	13.08476873	2.531797894	3.787342862	14.78060583	5.380829712	15.02095055	16.86960906	20.85654956	22.20555036	13.25853202	28.41318364	33.65776176	15.62779091	2.750272208	2.710465962	11.65023148	4.322304185	2.192010448	13.63835004	3.691778512	3.311865403	20.24422078	16.01795078	12.60691976	22.17723639	34.40151405	28.90509236	15.47766107	18.14147416
0.988	HC	alkane		C10H22	decane	2019	0.30936751	0.01652658	0.078218138	0.127913836	1.171756427	1.090469024	0.453454318	1.226530815	0.199460499	0.787887955	0.179345037	0.648183222	0.072113317	0.104019443	0.435066659	0.247341419	0.551275392	0.194237753	0.29337124	0.603407695	0.500250135	0.403662488	1.041528276	0.630313561	0.11586549	0.20243403	0.384515303	0.080125525	0.132036427	0.514630563	0.146107386	0.076376544	0.916857795	0.565454978	0.29727391	1.311503059	0.551470115	1.306948612	0.709981454	0.543489916
0.995	OVOC	aldehyde		C8H16O	octanal	2019	0.75287815	0.19122037	0.514561334	0.39132246	2.766466939	2.344241863	0.92177732	1.831091296	0.854905998	1.225126763	1.591831068	0.851824723	0.582068154	0.865477651	2.807820164	1.07498307	10.97033405	2.304089277	3.832947444	1.778069445	0.826729559	4.306843817	1.817796548	1.502506739	0.851628064	1.923446198	1.182815887	0.456588872	1.736036811	1.878377036	1.353115867	0.798240669	0.720327723	0.543177034	1.434863518	1.735178358	3.270929146	0.893194899	0.3999107	2.628125297
1	GLV	ester		C8H14O2	cis-3-hexenyl acetate	2019	0.174293427	0.012485103	0.072509774	0.0145111	0.187518315	0.100259639	0.054368554	0.044325707	0.267227345	0.043995601	0.297421644	0.035761915	0.003023087	0.045553182	0.008522509	0.09862802	0.160283984	0.050081576	0.063504705	0.060477276	0.071599077	0.193823523	0.071739402	0.035179754	0.186626447	0.408030811	0.286879836	0.01165741	0.064720109	0.236056652	0.135677495	0	0.039942568	0.031179224	0.015960469	0.121030315	0.1557429	0.00874237	0	0.070132841
1.009	MT	MT		C10H16	a-phellandrene	2019	0.005565305	0.000978564	0.000920871	0.003469339	0.016081607	0.013103945	0.009477682	0.013869378	0.006394463	0.015310629	0.031520623	0.012054952	0.009229723	0.012799948	0.01669174	0.010452816	0.032977776	0.014174013	0.015469347	0.020369011	0.029273668	0.04600856	0.065018803	0.041289247	0.009959211	0.023421853	0.034676911	0.013604857	0.014225818	0.042896625	0.010846349	0.003314397	0.018617907	0.00417934	0.025887978	0.038322126	0.015201516	0.006992587	0.011300156	0.065035744
1.022	MT	MT		C10H16	3-carene	2019	0.007157432	0.001225434	0.001743921	0.006834408	0.010240834	0.00568481	0.006713614	0.012133309	0.022295576	0.011467376	0.018570756	0.010188924	0.007871722	0.012935637	0.041435	0.023128496	0.06756403	0.026462104	0.029188604	0.04671816	0.048377684	0.055670892	0.024955496	0.037570007	0.012080306	0.022834195	0.020638351	0.003233128	0.020781133	0.03186166	0.010449857	0.00150314	0.006519121	0.002986437	0.021268615	0.019106531	0.020597663	0.00881168	0.030161448	0.034274774
1.034	MT	MT		C10H16	mt	2019	2.26184E-05	0	9.18211E-07	0.000399187	0.000514023	0.000542072	0.000491398	0.000419319	0.000107319	0.000641407	0.002016453	0.001549383	0.003064168	0.002036843	0.000900178	0.000814534	0.001494547	0.002735877	0.000741774	0.000498281	0.001112002	0.001018364	0.000136627	0.002758991	0.001873053	0.004648924	0.002641486	0.000224166	0.001376132	0.001081822	0.001208826	9.4899E-05	0.000787402	6.81936E-06	0.001808387	0.00091129	0.000379007	0.00033635	0.001074275	0.000738819
1.037	OTHER	nitro	?	C7H9N	4-cyanocyclohexene	2019	0.039062979	0.029325155	0.043892616	0.279199752	0.16906536	0.0834023	0.05110925	0.061753499	0.045326858	0.069761174	0.61513773	0.016580411	0.011537426	0.060862384	0.035967586	0.014386084	0.090121215	0.020771342	0.011567411	0.00936156	0.036538799	0.149133564	0.23842696	0.06139661	0.040770281	0.085637464	0.02883695	7.142090885	0.07442395	0.032918134	0.028668121	0	0	0.00150179	5.828876375	0.104853797	0.013949731	0.010115409	0	1.553714393
1.043	OVOC	alcohol		C8H18O	2-ethyl-1-hexanol	2019	3.105479953	0.226145731	1.445415175	3.639834523	3.026366357	0.759204746	1.808766744	0.968963992	5.88518612	4.444554857	6.847471586	1.89793605	1.486987215	3.697211607	7.387334433	7.69223959	7.214815819	1.779650033	0.817239047	1.633694268	1.801163429	5.442004943	3.784940049	0.661774258	1.871897901	5.933624658	2.207318224	0.744835233	4.06307943	10.06537133	8.700484403	1.415128615	0.478441394	0.967294511	3.22993718	1.242466645	0.940968154	1.086859986	1.121648189	1.067976941
1.05	MT	MT		C10H14	p-cymene	2019	0.186099151	0.12372592	0.09172731	0.147032708	0.112274715	0.112855495	0.204638525	0.167529472	0.210108886	0.164879733	0.384262475	0.044951106	0.062213277	0.287098521	0.068807806	0.13606193	0	0.065882709	0.065849952	0.04927162	0.007901789	0.015728537	0.275495637	0.159129384	0.16990239	0.22347143	0.11867269	0.151060874	0.107624172	0.100622594	0.106622816	0.03613354	0.040031939	0.040066182	0.11172079	0.269316594	0.087766196	0.075131954	0.071470354	0.633468498
1.059	MT	MT		C10H16	d-limonene	2019	0.104663099	0.023848053	0.027132002	0.114154291	0.140964436	0.12164178	0.099733243	0.149669832	0.175680671	0.10453176	0.136409122	0.061804036	0.034541945	0.086849177	0.240713834	0.15389464	0.305935974	0.134367194	0.127389952	0.301725386	0.281400144	0.28197684	0.195059056	0.12717994	0.066384495	0.121801223	0.094487127	0.044845437	0.112514055	0.116584762	0.07380037	0.035736648	0.041686547	0.030778328	0.111084043	0.170012198	0.100444775	0.053052686	0.179349839	0.528079942
1.062	OVOC	oBz		C7H8O	benzyl alcohol	2019	0.096736288	0.020857194	0.025853778	0.04349408	0.055964935	0.049718179	0.05157802	0.064615658	0.071510807	0.05924454	0.07313803	0.058241154	0.029825249	0.051168516	0.069470108	0.059090538	0.083352682	0.04170397	0.094779327	0.071865535	0.108911849	0.115907529	0.037595385	0.087553	0.063342586	0.067444975	0.098530868	0.045167003	0.034036131	0.084554109	0.069076502	0.030580529	0.055581192	0.040341441	0.11359988	0.074014728	0.040039141	0.05246387	0.028177622	0
1.067	oMT	oMT		C10H18O	eucalyptol	2019	0.019991114	0.014303535	0.024479032	0.045390322	0.13028429	0.084371798	0.111081513	0.103008531	0	0.107684942	0.150462555	0.079488912	0.006380461	0.074893827	0.378515937	0.050481195	0.504684183	0.025998364	0.148825027	0.146446684	0.069231654	0.107610312	0.194672445	0.095386362	0.030932681	0.070772367	0.120363668	0.029348018	0.018680337	0.21457782	0.088993365	0.049406274	0.054711288	0.050320975	0.095303331	0.086220531	0.049847308	0.058835465	0.026193551	0.138957954
1.087	MT	MT		C10H16	ocimene	2019	0.222765659	0.051106157	0.100535411	0.11123139	0.15778154	0.121484398	0.116498597	0.15040238	0.235170041	0.173161257	0.216569389	0.171565029	0.201450313	0.277861031	0.226035512	0.234783634	0.568086636	0.176915552	0.311486802	0.153997968	0.098767348	0.428081591	0.288389089	0.151047562	0.179492368	0.362303618	0.359888602	0.145771443	0.247438684	0.368958643	0.186627363	0.156961019	0.151758662	0.148430232	0.273352967	0.201323198	0.205483313	0.103763598	0.051317523	0.141885311
1.084	HC	alkane			alkane	2019	0.007268573	0	0.006756111	0.005161051	0.036830463	0.00858403	0.026412524	0.025611691	0.028644778	0.034814698	0.045795228	0.010892091	0	0.009736668	0.116112674	0.030444118	0.102966874	0.033328425	0.073004922	0.064735603	0.034908657	0.03444902	0	0.017235275	0	0.017356188	0.022491238	0	0.022445959	0.040424347	0.004086828	0.006440056	0.005963398	0.006827789	0.00756606	0.028777125	0.020329329	0.010066753	0.006204924	0
1.093	HC	alkane		C10H20	alkane	2019	0	0	0	0	0.331790306	0.324169533	0	0.150354796	0	0	0	0	0	0	0.272060114	0	1.140120104	0	0.636619101	0.484262032	1.046069074	0.859449591	0.878664134	0	0	0	0	0	0	0	0	0	0	0	0	0.27151601	0.321703435	0.246948954	0.597527866	4.185380095
1.117	MT	MT		C10H16	y-terpinene	2019	0.026133958	0.010166737	0.017558658	0.013850137	0.077624741	0.047919473	0.06444307	0.057900321	0.036105812	0.06442355	0.092256091	0.045391498	0.019084675	0.041580879	0.107007998	0.050962112	0.147216413	0.092057018	0.096843837	0.089994648	0.064521764	0.170868552	0.139636492	0.100111764	0.031751551	0.059504277	0.073224993	0.022633636	0.058737408	0.083063162	0.031528236	0.026016983	0.043630704	0.047944358	0.053585127	0.100309213	0.097075161	0.064648417	0.051189634	0.133758491
1.133	OVOC	oBz		C8H8O	acetophenone	2019	2.762286213	1.066973453	1.441058728	1.826894211	1.840995157	1.374461271	1.464352158	1.3845831	2.741358584	2.504343339	3.08196733	1.965116796	2.736914649	3.650384496	2.983218992	3.542144564	3.809780661	3.202551782	2.659318185	3.204052052	2.0723814	4.20517167	4.181085483	1.874216831	1.811778747	3.618223596	4.019939676	1.682634019	2.222368699	4.195536161	1.742575842	1.762349266	1.846649153	1.689547088	3.105729499	2.258865741	2.462786781	1.476546126	2.827458539	2.649940286
1.139	OVOC	oBz		C8H8O	4-methyl-benzaldehyde	2019	0.618446906	0.304647012	0.299312208	0.442876995	1.214265232	1.095845425	0.680474412	0.850815386	0.530183915	0.822723148	0.896239143	0.838593962	0.3643627	0.677399522	1.402532946	0.812072725	3.003126288	1.324525097	1.898069033	1.790517539	1.429555166	2.326341706	1.64313353	1.138459387	0.537716104	0.770497005	1.108168863	0.550165044	0.762973603	1.080340054	0.571786188	0.399926156	0.978598312	0.721361221	1.134435856	1.261254468	1.535910852	0.833834675	0.872899491	1.592537867
1.168	OVOC	oBz		C9H12O	a,a-dimethyl-benzenemethanol	2019	0.012793992	0.002798958	0.008244742	0.019709369	0.012996977	0.006545517	0.018599093	0.005790838	0.047954741	0.015574468	0.01681393	0.010308205	0.014710618	0.01654493	0.028675549	0.032824452	0.03526187	0.020835855	0.014851172	0.022025017	0.009413082	0.035518505	0.041050919	0.015220531	0.015578106	0.027328198	0.023967319	0.007142988	0.005267353	0.033296497	0.004484876	0.002676543	0.002420429	0.005714068	0.0178135	0.021776805	0.012790622	0.009591333	0.014691895	0
1.177	MT	MT		C10H16	terpinolene	2019	0.022426241	0.006606217	0.012740514	0.022758408	0.025048029	0.013072993	0.016080577	0.016110797	0.033326816	0.02221191	0.038181901	0.026473526	0.033274835	0.048918961	0.069601046	0.053706025	0.120576888	0.046042517	0.055405099	0.061957747	0.059035571	0.080582759	0.063153518	0.035286995	0.01988563	0.051426704	0.059649122	0.010852006	0.032648377	0.092702994	0.014791432	0.019449142	0.016214259	0.015908655	0.050289574	0.031737443	0.038181123	0.013398434	0.035531645	0.028703218
1.162	HC	Bz		C10H12	bz	2019	0.029591949	6.10498E-05	0.001471527	0.009464195	0.038455412	0.036712751	0.033750594	0.045206727	0.010285495	0.041618342	0.048697977	0.01119814	0.007764662	0.02459634	0.050342798	0.024737273	0.066225311	0.031574151	0.048305986	0.066828352	0.055523604	0.086153496	0.155289494	0.064651947	0.016369098	0.037318624	0.051581377	0.017336915	0.025907809	0.035723689	0.00531994	0.002826027	0.01612046	0.006771781	0.033665582	0.116291094	0.063299709	0.020468912	0.020462471	0.477688298
1.167	oMT	oMT		C10H16O	fenchone	2019	0.005989837	0.000557304	0.007088411	0.002295251	0.00882923	0.007266547	0.008529061	0.007208169	0.007442541	0.00939024	0.022049868	0.002438236	0.002934098	0.005050016	0.037151639	0.013438019	0.0587398	0.015487287	0.024392772	0.029450794	0.020351876	0.026561552	0.030997349	0.011867374	0.011412281	0.011743201	0.014607049	0.008909402	0.011073248	0.01365136	0.003562045	0.008568652	0.000996357	0.001157827	0.012763063	0.00966167	0.017447152	0.004333159	0.006103516	0.026185857
1.186	HC	alkane		C11H24	undecane	2019	0.192894225	0.021813807	0.097231905	0.441970239	0.242379364	0.095736703	0.18943336	0.101483438	0.662159026	0.15384158	0.325049121	0.13264782	0.136054503	0.228850431	1.13926053	1.015575359	2.06784688	0.312382692	0.594136618	2.253814005	1.838843024	0.95527187	0.638958821	0.137159994	0.129101158	0.483200958	0.202441039	0.067044457	0.251386198	0.455969388	0.225604542	0.198470115	0.078708409	0.074368691	0.333786338	0.440028513	0.968390768	0.280419046	1.39595665	1.904396131
1.19	oMT	oMT		C10H18O	linalool	2019	0.043297161	0.004995548	0.021827135	0.057462207	0.133360314	0.070464195	0.07094717	0.045845476	0.109505999	0.058904271	0.154794474	0.040642074	0.036581216	0.05333707	0.397232671	0.155544629	0.886615434	0.080722341	0.359839091	0.3314589	0.424276474	0.39511994	0.267288424	0.048739971	0.036813563	0.140726473	0.126065683	0.023325638	0.089687285	0.146097375	0.040217743	0.057176574	0.015674781	0.012030655	0.08102023	0.158896287	0.355412674	0.058585776	0.177938553	1.230119501
1.175	HC	alkane		C13H28	alkane	2019	0.026548598	0.005024766	0.028411957	0.068953799	0.282932484	0.195885681	0.080643138	0.067564552	0.112176833	0.02486477	0.085006504	0.01884016	0.019415594	0.030946371	0.442814254	0.105651868	2.272504275	0.066802851	0.805845974	0.509745324	1.160133593	0.770444547	0.391590131	0.041155262	0.045943925	0.125008025	0.109385166	0.022975045	0.100701796	0.143737344	0.040860174	0.061855341	0.019784847	0.021681513	0.057163336	0.423725423	1.046037439	0.122659786	0.445155239	4.645958773
1.198	OVOC	aldehyde		C9H18O	nonanal	2019	1.464357434	0.680242775	1.756450576	1.075107559	3.938854702	3.495442662	1.966123787	3.20730623	2.468449923	1.537680472	2.918880921	2.021620012	1.649364845	1.933784397	6.79944076	2.419400444	19.08528901	4.872988789	12.30883609	3.062900049	1.366711301	5.778973012	3.953904858	2.117294625	2.310852396	4.001262384	3.106253189	1.073243661	4.156128012	3.487602593	2.228119862	4.145997197	1.608368626	1.191917252	4.056486768	4.638721834	4.916982223	2.348675917	2.147402054	7.348400142
1.196	oMT	oMT		C10H16O	a-thujone	2019	0.012886673	0.002082133	0.005161704	0	0.027799131	0.01407352	0.009870837	0.013739044	0	0.015142994	0.05472192	0.006642319	0.005905336	0.017562286	0.088696508	0.019719219	0.233735961	0.021741364	0.072952107	0.029989944	0.007380058	0.057420529	0.053595179	0.009122113	0.015790259	0.024166878	0.011671141	0.001446332	0.037327971	0.132406733	0.007151868	0	0	0.000907916	0.093431273	0.020201163	0.010003678	0.002896018	0	0
1.215	oMT	oMT		C10H16O	b-thujone	2019	0	0	0.00134846	0	0	0	0.005167106	0	0	0	0.005229844	0	0	0	0.04025385	0	0.027792668	0	0.006959964	0	0	0	0	0	0	0	0	0	0	0	0.000835363	0.006872059	0	0	0	0	0	0	0	0
1.278	OTHER	other	Y		other	2019	0.388257912	0.240360974	0.250645225	0.449375969	0.451971441	0.42348685	0.363544211	0.492303602	0.570678639	0.516069731	0.562012744	0.411831516	0.343214382	0.487725669	1.765371553	1.094818971	1.760017671	0.952961203	0.746187422	1.135068398	1.297056296	1.391317729	0.629235677	0.46583616	0.360512185	0.627367227	0.40393128	0.318530434	0.361548111	0.692264539	0.431967291	0.349339153	0.429222791	0.346874979	0.521115417	0.810407732	0.60845695	0.341144017	1.386413425	1.242033049
1.266	OVOC	oBz		C7H6O2	benzoic acid	2019	1.24022989	0.257061298	0.549784768	0.773472671	0.483585821	0.388697857	0.588890761	0.290595511	1.711565604	0.692598257	0.497627559	0.651575695	1.363771524	1.925673362	0.366092457	0.594997765	0.476638313	1.041786428	0.351407332	0.13036471	0.165789534	1.018925586	2.560876897	0.076240806	0.679273789	3.1660578	2.546767168	0.385843475	3.383244293	2.676973603	0.659630131	1.606097538	0.350524161	0.394646866	0.953557664	0.572078199	0.627584338	0.36441838	0.034204473	0.727486885
1.27	oMT	oMT		C10H16O	(+)-camphor	2019	0.081344823	0.031815738	0.022712566	0.039680138	0.051217716	0.038290659	0.056030449	0.042040925	0.052497669	0.072710809	0.248126199	0.027285814	0.033391335	0.175305112	0.202797826	0.057255376	0.425481297	0.11330534	0.177446621	0.220906041	0.132069411	0.187794297	0.563380558	0.125672763	0.105885701	0.129452362	0.110165381	0.078678907	0.130127716	0.135664614	0.028428471	0.025594374	0.010091467	0.013381711	0.055119748	0.099931043	0.108701187	0.042499581	0.052460829	0.743935161
1.304	oMT	oMT		C10H18O	(+)-borneol	2019	0.049021992	0.002187691	0.005540071	0.017541408	0.046604592	0.020994402	0.013198742	0.02276879	0.091758148	0.034242257	0.163464451	0.03102237	0.029386079	0.051792176	0.212284869	0.153830508	0.685779384	0.117218668	0.141265491	0.23477176	0.167129549	0.288771016	0.46503702	0.039182999	0.02744808	0.097616622	0.087219162	0.010856528	0.09704942	0.13493194	0.020771247	0.020140802	0.011473056	0.011142117	0.029625261	0.037220997	0.147591939	0.025434735	0.044550382	0.563162711
1.351	GLV	ester		C10H18O2	cis-3-hexenyl butyrate	2019	0.057649996	0.001646933	0.003544348	0.007172427	0.035908135	0.022266785	0.00927722	0.018474394	0.028417656	0.014938647	0.108025043	0.013053217	0.004064369	0.018671716	0.109141469	0.048603035	0.35046301	0.093154941	0.110431936	0.151098084	0.076188315	0.217137572	0.318325211	0.049367279	0.02493994	0.039854882	0.095496946	0.000587209	0.030627333	0.08562618	0.009270411	0.001798608	0.007550992	0.007940581	0.011547447	0.067228528	0.107476371	0.02580314	0.035959954	0.498032163
1.362	OVOC	oBz		C10H14O	a,a,4-trimethyl-benzenemethanol	2019	6.15164E-05	0.000120958	0	0	0	5.82421E-05	3.76638E-05	0.000104118	0	0	0	0	0.00029513	0	0	0	0	0	0	0.00050235	0	0	0	0.000269262	0.000199763	0	2.98693E-05	0.000354495	0	0	0	0	0.000144901	6.96005E-05	0.000193593	0	0	0	0	0.000247996
1.374	HC	alkane		C12H26	dodecane	2019	0.184428479	0.043754499	0.152883235	0.477167049	0.166140343	0.096460117	0.17314382	0.138495624	0.829734242	0.17227904	0.37214739	0.199036754	0.223467752	0.271507521	1.720112617	1.429901168	1.784874649	0.482127542	0.619368801	3.291942652	1.755738206	0.984950096	0.668455386	0.192980583	0.239708962	0.693331004	0.310724174	0.147268681	0.152910747	0.624489561	0.283663001	0.427756816	0.119610598	0.153028781	0.324032242	0.729198891	1.199105949	0.594760398	1.898668393	0.638014445
1.386	OVOC	oBz		C8H8O3	methyl salicylate	2019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.388	OVOC	aldehyde		C10H20O	decanal	2019	0.818229461	0.23599238	0.691670606	0.413693173	1.269551071	1.038262756	0.94335461	0.779483116	1.267989275	0.949596116	2.018421162	1.002697629	1.075419608	1.828585953	2.448813918	1.80024016	9.03118905	2.147651445	2.38930334	1.520391888	0.715620017	2.410109573	3.26270116	1.124148834	1.23098623	3.016349135	1.789889223	0.519403747	3.055999605	2.732539274	1.580250187	1.233918931	0.613574746	0.704861266	2.941514343	0.981901871	1.898381142	0.882823553	0.731456607	5.335304426
1.495	oMT	oMT		C12H20O2	bornyl acetate	2019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
