Filename,RRT,Group,Class,MF,Treatment,ID,Year,Month,VOC,ER_final,log_10,Plot,sampling
11.6_n_OCT.CDF,1.565,OVOC,ovoc,,N,6_n,2018,October,ovoc,0.01,7.84,6,three
6.3_hxn_OCT.CDF,0.338,OVOC,ester,C4H8O2,HxN,3_hxn,2018,October,methyl propionate,0.01,7.86,3,three
2.1_c_OCT.CDF,0.628,OVOC,ovoc,C7H14O,C,1_c,2018,October,1-methoxy-2-hexene,0.01,7.86,1,three
9.5_h_OCT.CDF,1.079,OVOC,ovoc,C9H18O,H,5_h,2018,October,ovoc,0.01,7.89,5,three
4.2_h_OCT.CDF,1.565,OVOC,ovoc,,H,2_h,2018,October,ovoc,0.01,7.9,2,three
17.9_n_OCT.CDF,1.78,OVOC,ovoc,C10H16O2,N,9_n,2018,October,trans-4-hydroxy-3-methyl-6-(1-methylethyl)-2-cyclohexen-1-one,0.01,7.9,9,three
4.2_h_OCT.CDF,1.093,HC,alkane,C10H20,H,2_h,2018,October,alkane,0.01,7.9,2,three
15.8_h_OCT.CDF,1.565,OVOC,ovoc,,H,8_h,2018,October,ovoc,0.01,7.9,8,three
21.12_c_OCT.CDF,1.94,ST,ST,C15H24,C,12_c,2018,October,a-bisabolene,0.01,7.91,12,three
19.11_n_OCT.CDF,1.277,OTHER,other,,N,11_n,2018,October,ovoc,0.01,7.91,11,three
