"RRT"	"Group"	"Class"	"Exclude"	"MF"	"VOC"	"X10.11_n_JUN.CDF"	"X1.1_c_JUN.CDF"	"X2.2_h_JUN.CDF"	"X3.3_hxn_JUN.CDF"	"X4.4_hxn_JUN.CDF"	"X5.5_h_JUN.CDF"	"X6.6_n_JUN.CDF"	"X7.7_hxn_JUN.CDF"	"X8.8_h_JUN.CDF"	"X9.9_n_JUN.CDF"	"X11.12_c_JUN.CDF"	"X12.19_c_JUN.CDF"	"X13.Blank_JUN.CDF"	"X1.1_c_AUG.CDF"	"X2.1_c_OCT.CDF"	"X3.2_h_AUG.CDF"	"X4.2_h_OCT.CDF"	"X5.3_hxn_AUG.CDF"	"X6.3_hxn_OCT.CDF"	"X8.5_h_AUG.CDF"	"X9.5_h_OCT.CDF"	"X10.6_n_AUG.CDF"	"X11.6_n_OCT.CDF"	"X12.7_hxn_AUG.CDF"	"X13.7_hxn_OCT.CDF"	"X14.8_h_AUG.CDF"	"X15.8_h_OCT.CDF"	"X16.9_n_AUG.CDF"	"X17.9_n_OCT.CDF"	"X18.11_n_AUG.CDF"	"X19.11_n_OCT.CDF"	"X20.12_c_AUG.CDF"	"X21.12_c_OCT.CDF"	"X22.19_c_AUG.CDF"	"X23.19_c_OCT.CDF"	"X24.Blank_AUG.CDF"	"X25.Blank_OCT.CDF"	"X7.4_hxn_AUG.CDF"	"Year"
1.823	"ST"	"ST"	""	"C15H24"	"aromandendrene"	1.302719051	0.126269388	0.237391123	0.183905089	0.404439633	0.165805396	0.292805485	0.310593931	0.336808894	0.358128017	0.285678002	0.16016563	0.16591889	0.099087241	0.122383011	0.103426528	0.253512808	0.336042242	0.445654627	0.178914595	0.161010679	0.158010699	0.528844207	0.261808521	0.11675941	0.527949089	0.274824155	0.221017752	0.253168849	0.148122807	0.260029352	0.051486385	0.044425901	0.203692787	0.114742067	0.132931683	0.065384629	0.834739151	2018
1.835	"ST"	"ST"	""	"C15H22"	"st"	0.860195445	0.131394302	0.210136683	0.168326622	0.284416422	0.153288237	0.253913091	0.23419015	0.299057817	0.292802356	0.390848933	0.234794124	0.160788508	0.012149727	0.02219371	0.01455171	0.027805122	0.019738188	0.034982151	0.011255902	0.017557957	0.015626512	0.048358052	0.019138384	0.016727618	0.093902738	0.051380397	0.015548342	0.028064196	0.01333146	0.019338687	0.009419331	0.013652199	0.017313675	0.029105643	0.020071944	0.010201424	0.014338708	2018
1.846	"ST"	"ST"	""	"C15H24"	"a-humulene"	0.045391439	0.00453322	0.008943516	0.006474623	0.019268284	0.004409063	0.016714493	0.059830945	0.011101395	0.021285583	0.025108671	0.00368845	0.001669674	0.046905248	0.052848391	0.042142055	0.099427078	0.143414841	0.210469217	0.077214128	0.066970649	0.076198538	0.234546326	0.101335464	0.054328278	0.22926905	0.112884465	0.072549357	0.116973054	0.055125566	0.099310357	0.021859327	0.024664607	0.074870279	0.051622267	0.097946914	0.036361828	0.493294893	2018
1.869	"OVOC"	"oBz"	""	""	"obz"	2.844865395	0.751734481	0.664606904	0.711103068	3.11087472	0.592080251	0.802637563	1.007498274	1.127718543	1.384592396	0.303253469	0.737496095	0.907929288	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2018
1.877	"HC"	"alkane"	""	""	"alkane"	5.040176411	1.353319924	1.559493647	1.514582791	6.726834807	1.27533052	1.670380261	1.628423594	2.479247889	4.084768432	1.723279635	1.327887407	1.842065956	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2018
1.898	"ST"	"ST"	""	"C15H24"	"a-farnesene"	0.365839861	0	0.005156942	0.004449251	0.016579089	0	0.005173287	0.011436347	0.00566943	0.009928826	0.005623624	0.003275138	0	0	0.012117069	0	0.021496599	0.036318897	0.050360298	0.02490532	0.016399527	0.014869401	0.041989049	0.026866733	0	0.048891364	0.02199365	0.011433158	0.020161443	0.011274874	0.009324203	0.006162184	0	0.026283615	0	0.012481927	0	0.228699702	2018
1.94	"ST"	"ST"	""	"C15H24"	"a-bisabolene"	0	0.000191919	0.007810492	0	0	0	0.009094694	0.110449261	0.010513697	0	0.002646715	0	0	0.079004278	0.114309112	0.094455771	0.179401121	0.237752395	0.377844124	0.148519295	0.120394403	0.143011197	0.459014647	0.189104206	0.082236288	0.36644822	0.19787743	0.149553999	0.176856782	0.12847468	0.195260749	0.043384821	0.051139121	0.126139086	0.087879048	0.067576978	0.054589276	0.635303882	2018
1.953	"OVOC"	"oBz"	""	"C10H6O3"	"phenylmaleic anhydride"	3.279847836	1.438596753	3.765000553	1.910994905	1.207627887	2.030328882	3.468379633	2.823979669	6.433338997	2.761266825	4.672490984	2.146503373	1.340345633	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2018
1.986	"oST"	"oST"	""	"C15H26O"	"nerolidol"	1.795490427	0.281234929	0.58115124	0.448861192	0.854353377	0.369935715	0.569264055	1.141798883	0.555692244	0.656215209	0.53607539	0.417293914	0.512512777	0.227513736	0.283785862	0.291576538	0.426528012	0.621255423	0.81556207	0.428257619	0.308059318	0.377591534	1.122587932	0.485347139	0.203447344	0.664454637	0.443146111	0.395542712	0.465671734	0.34532924	0.472836267	0.15627969	0.123771971	0.318969063	0.231544795	0.215074885	0.129453716	2.2884388	2018
2.027	"HC"	"alkane"	""	""	"alkane"	4.282797982	1.686244813	2.049347983	2.076570528	2.50296774	1.713055322	2.355929945	2.142653202	2.954465891	2.884947364	2.778350846	1.807849627	2.679331275	0.662235999	0.782081273	0.915101889	1.516453957	2.095858671	3.138676764	1.299318165	1.277273879	1.45458417	3.999006376	1.984922178	0.868985992	2.354673817	2.124056933	1.53397331	2.235616521	1.614973011	2.196216849	0.533488437	0.514809106	1.279687978	0.940750676	0.449074834	0.404934917	1.525321643	2018
2.037	"OVOC"	"oBz"	"Y"	"C12H14O4"	"diethyl phthalate"	0.880024158	0.205589827	0.149431568	0.079386014	0.335455181	0.107918914	0.236411571	0.553135028	2.918340841	1.426815473	3.179665708	0.180357352	0.214123406	0.108506149	0.137571986	0.14174675	0.185839682	0.378407428	1.180731265	0.14549264	0.13625242	0.139192202	1.127150691	0.401996685	0.191855668	0.940826979	0.826715279	0.299878138	0.551608864	0.226697672	0.386702256	0.042610523	0.05130969	0.200354091	0.121737053	0.099473248	0.070396265	0.539001406	2018
2.039	"OTHER"	"other"	""	"C16H30O4"	"pentanoic acid, 2,2,4-trimethyl-3-carboxyisopropyl, isobutyl ester"	20.2529266	0	0	0	0.300967396	0	0	0	0	0	0	0	0	0.038801847	0.072043627	0.024302541	0.075167996	0.112496709	0.215753314	0.05030746	0.051987884	0.074444708	0.332958086	0.082644033	0.067324725	0.405618414	0.133083835	0.10967024	0.052150029	0.108996811	0.106226519	0.01772724	0.026555197	0.052918723	0.033817332	0.011614772	0.040600736	0.122192449	2018
2.049	"oST"	"oST"	""	"C15H24O"	"caryophyllene oxide"	0.175766725	0.036419679	0.042875951	0.010136287	0.099603182	0.027578696	0.052130641	0.066373952	0.131035829	0.144859538	0.009763877	0.0238553	0	0.029506977	0.069525505	0.052724041	0.070944662	0.126225634	0.152419407	0.062525765	0.030648543	0.0508433	0.23409984	0.052101318	0	0.164247388	0.075474217	0.04797168	0.083688778	0.026624683	0	0.047944506	0	0.054898136	0.035780758	0.046511023	0.015215561	0.154719438	2018
2.07	"ST"	"ST"	""	"C15H24O"	"ost"	0.030557267	0	0.009997783	0	0.018601657	0.002266007	0.006174212	0.006642964	0.006503382	0.0125318	0.012362379	0	0.003379052	0	0	0	0.001983234	0	0.026988631	0	0	0	0.038221107	0	0	0.017800459	0	0	0	0	0	0	0	0	0	0	0	0.033226103	2018
2.087	"oST"	"oST"	""	"C15H24O"	"ost"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.151167174	0.275015552	0.333353962	0.516841261	0.659456312	1.194557748	0.442645409	0.388442582	0.324340364	1.896645001	0.66653266	0.170926767	0.72421901	0.500843622	0.413318675	0.623855666	0.338386752	0.501000233	0.157669065	0.147381602	0.281533531	0.259378069	0.123038074	0.135702427	0.392571781	2018
2.117	"oST"	"oST"	""	"C15H24O"	"ost"	0.323313594	0.090614937	0	0.121578575	0.225386312	0.101333294	0.130697862	0.184277912	0.186388008	0.217163467	0.119562213	0.097377828	0.1505601	0	0.046506561	0.086778858	0.116214641	0.165264843	0.237577381	0.124381836	0.061927193	0.073136844	0.250730357	0.073487779	0	0.133895457	0.059289664	0.050149018	0.144016153	0.067611798	0.065640178	0.008303048	0.022502833	0.067337666	0.02565426	0.035128293	0.0152312	0.983981108	2018
2.118	"oST"	"oST"	""	"C15H24O"	"ost"	0.280860146	0.001527096	0.055651616	0.043682806	0.12863684	0.024382178	0.095268468	0.08018141	0.036698466	0.084933275	0.083180738	0.035295191	0.060737276	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2018
2.12	"OTHER"	"other"	"Y"	"C14H42O5Si6"	"tetradecamethyl-hexasiloxane"	0.13475273	0.138733686	0.107053245	0.047613183	0.378293465	0.162161665	0.118646046	0.185064679	0.149264289	0.17165509	0.091199093	0.101202208	0.119481892	0.096048471	0.605498805	0.025590112	0.502011946	0.356546216	3.688053035	0.115701956	1.050828879	0.244037498	2.895992165	0.692853949	1.180974222	2.346590411	1.810084231	1.131322848	0.161929411	0.686138903	1.10076705	0.029689017	0.506007723	0.725127305	0.654108121	0.167856013	0.403202533	0.250713188	2018
2.12	"OVOC"	"ovoc"	""	""	"ovoc"	1.301996031	0.410003037	0.544470178	0.33423294	0.627612773	0.413301708	0.531229078	0.719055281	0.748201173	0.559850731	0.624347583	0.450952918	0.526719197	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2018
2.148	"oST"	"oST"	""	"C15H24O"	"ost"	0.301812821	0.044316371	0.320795483	0	0.09743579	0	0.082762735	0.190591475	0.146070198	0.133010743	0.093346921	0.037986073	0.072315036	0.067527195	0.102848254	0.055458127	0.068463775	0.176723934	0.246198898	0.104245761	0.050568514	0.121054596	0.170334335	0.077298043	0.034382292	0.195057877	0.109207862	0.074652714	0.054450104	0.078350446	0.05886782	0.041078413	0.03291657	0.102861244	0.073709171	0.097940187	0.04100204	0.52904693	2018
2.165	"oST"	"oST"	""	"C15H24O"	"ost"	0.375732148	0.062295346	0.225792266	0.061705692	0.115430751	0.070541276	0.139281861	0.311837483	0.226676834	0.192017306	0.113403282	0.122378468	0.117332752	0.152208033	0.361575771	0.135124651	0.320290955	0.449495212	1.270595325	0.301303506	0.256597484	0.383694306	1.191752428	0.43620933	0.41881074	0.992509897	1.042822364	0.590628668	0.093553555	0.582936937	0.47132516	0	0.150211496	0.353368456	0.176435473	0.061731599	0.119107895	0.283549083	2018
2.169	"HC"	"alkane"	""	""	"alkane"	4.037355652	1.51457227	2.026526627	1.996559856	2.232289552	1.903578324	2.47476748	1.778895849	2.255336343	2.200732504	1.914781592	1.894366385	2.301112893	0.387945909	0.443032523	0.783294425	1.496448501	1.704562843	3.202510676	0.905952299	1.023630907	1.285363214	3.523491291	1.75555375	0.744341851	2.609649103	1.901300388	1.508872215	1.88918857	1.464641554	1.547966965	0.185926791	0.319813729	0.866158529	0.661532925	0.134217543	0.14731551	1.338302135	2018
2.25	"OVOC"	"ovoc"	""	""	"ovoc"	0.551412324	0.13879009	0.632911574	0.573504602	1.278750489	0.381662792	0.570447781	0.142928104	0.14468627	0.490878409	0.317794666	0.476598627	0.591777109	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2018
2.277	"HC"	"alkane"	""	""	"alkane"	4.905948561	1.960907513	2.744596066	2.776147853	2.724268434	3.04042192	3.507636859	2.60697971	4.348851567	2.798252981	2.632743186	2.865881061	3.422793002	0.831405568	1.384428828	2.157573294	3.128160166	3.191577403	5.143586441	1.955163564	2.195129135	2.216382698	6.600615221	3.432055711	1.29232343	4.178929081	2.735639244	2.900975185	3.473596988	2.632466156	2.50026965	0.634471671	1.165389407	1.458465785	1.727722301	0.436155381	0.409405369	1.934660672	2018
2.281	"OTHER"	"nitro"	"?"	"C10H15NO2S"	"n-butyl-benzenesulfonamide"	1.679547319	0.680493371	0.944611248	0.465849094	0.59792937	0.917000242	0.554206069	1.207805211	0.858641614	1.341176735	1.705751279	0.850493305	0.858483059	0.66312753	1.527713641	1.069419458	1.949461166	3.001492558	2.603352204	1.640934235	1.786782339	1.737749589	2.322257316	2.439434519	1.484388549	2.450749358	2.143267401	1.750694533	1.537279787	2.264084148	2.918404266	0.570440094	0.585606475	0.965487765	1.161563443	0.746795247	0.482029154	3.280711267	2018
2.298	"OTHER"	"other"	"Y"	""	"other"	0.496666145	0.891029764	0.506459783	0.209139134	0.27722868	0.491006284	0.512207702	0.664760104	0.953816914	0.466460824	1.051187763	0.662040431	0.528842233	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2018
2.298	"OVOC"	"ester"	""	"C17H34O2"	"isopropyl myristate"	6.163112764	0.999048663	1.198562841	1.111093014	1.365848686	1.620176668	1.888495638	2.807348113	3.23910975	3.053142797	3.990842151	2.154985198	2.503580127	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2018
2.344	"OVOC"	"alcohol"	""	"C16H34O"	"1-hexadecanol"	7.306278185	0	3.439077236	2.930370838	4.449900176	2.464128591	3.95771765	4.790531256	253.638753	0.980652882	1.977752478	2.031012051	2.844831091	0.673204413	1.510569497	1.378507203	2.959426744	2.339529255	5.058124013	1.357576237	1.78094907	1.035209511	8.585583034	3.399446778	0.865606399	4.363099773	2.392389784	2.227247017	3.406210423	2.024015572	1.985637712	0.766811512	1.084817555	1.761733144	1.478604064	0.601286325	0.648032625	1.175398101	2018
2.36	"HC"	"alkane"	"?"	""	"alkane"	5.788099825	2.491995944	3.000590729	3.016976244	2.926249693	4.092519911	3.939017496	3.293800471	3.666281447	3.343751072	2.987067341	3.4934695	3.600938674	1.111418314	1.286833867	1.948477063	2.650911434	3.333936595	2.903788351	1.704878749	1.635951638	2.245977432	2.424323396	2.970711412	1.214672645	3.151473742	1.977295457	2.005266379	1.962710437	3.724852709	1.863384707	0.507645914	1.400978322	1.392144463	1.837821434	0.61145199	0.327633489	1.910307693	2018
2.419	"HC"	"alkane"	"?"	"C20H32"	"m-camphorene"	0.381774496	0.142042244	0.190191057	0.109676287	0.278732988	0.201826107	0.214753605	2.014988996	0.334049865	0.253260088	0.183752973	0.167020252	0.142799	0.069175671	0.188803831	0.19133779	0.279292565	0.203073272	0.302046289	0.161105513	0.194951618	0.0865858	0.34327702	0.266247695	0.08810984	0.427858754	0.241424217	0.194217424	0.275409206	0.19631771	0.186618619	0.109555036	0.145814718	0.215610809	0.186621692	0.16370193	0.089716763	3.104295068	2018
2.421	"OVOC"	"ovoc"	"?"	"C14H24O3Si2"	"ovoc"	0.780354262	0	1.026425757	0.800574071	1.491105267	0.603870759	1.007378958	0	1.078833411	0.13355448	0.425098499	0.295506495	0.718042962	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2018
2.427	"OTHER"	"other"	"Y"	""	"other"	0.748014826	0.732281764	0.438130908	0.215818867	0.248583501	0.426220792	0.39217484	0.41924018	1.036974016	0.54213424	1.466640491	0.73492532	0.308697408	0.10111424	0.426432105	0.110293631	1.217109415	0.606259028	3.195037177	0.158966854	1.744634704	0.473026491	1.718880647	1.51372608	0.922486685	3.155700327	1.897456865	2.320299851	0.149338482	0.982591391	1.244844753	0.125931399	1.220757643	1.574528428	0.731828148	0.280667918	0.193331925	0.341767878	2018
2.446	"HC"	"alkane"	"?"	"C20H42"	"alkane"	5.805034928	2.567130416	3.428810308	3.156117273	3.339491147	4.355270543	4.30758792	3.28117728	5.546744746	3.096340005	3.214372653	3.601005516	3.814400006	1.23637069	1.542945944	1.878617926	3.30617558	3.807657363	3.97915835	1.716199233	2.247121458	2.530122757	2.884114318	4.466166343	1.659643535	3.814318235	2.495992542	2.5782074	2.106249395	8.232408652	2.583742901	0.427426345	1.99830041	1.821709536	2.754116949	0.828023789	0.343234394	1.71393796	2018
2.451	"HC"	"alkane"	"?"	"C20H32"	"p-camphorene"	0.237310514	0.185050778	0.156900001	0.148468404	0.206117615	0.074684789	0.091759852	0.682059523	0.182116085	0.134095956	0.091367311	0.087354127	0	0.049348599	0.147675677	0.085197985	0.207154268	0.069550292	0.148087634	0.083276764	0.072036171	0.051320799	0.084093889	0.102700101	0.041648826	0.435672674	0.113762931	0.0869702	0.142528107	0	0.070947232	0.071062586	0.10641668	0.144542497	0.159125021	0.129979041	0.082376009	0.985412694	2018
2.545	"HC"	"alkane"	"?"	"C21H44"	"heneicosane"	7.860599813	7.713253958	4.239867932	3.727357179	3.597100843	5.117793312	5.25000941	4.162242985	4.440711952	2.655273811	4.606895735	3.616926233	3.80826975	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2018
2.549	"OVOC"	"ester"	"?"	"C20H40O2"	"dodecanoic acid, isooctyl ester"	3.622127621	0.900020264	1.404283391	0.951673766	0.861447918	1.421112283	1.35891523	3.348690139	6.124673136	3.228300061	1.562199346	1.160630372	1.23474356	2.230931521	3.930847021	3.607913113	8.069031377	7.169900745	8.912991523	3.396953216	4.952588594	3.257716799	13.35759303	9.677829967	3.328973222	12.80665588	5.52252904	4.710825453	6.664960813	16.12440677	7.110612164	1.960575615	3.974987477	4.827886803	6.437147643	2.783576413	1.65876118	3.604516433	2018
2.571	"OTHER"	"other"	"Y"	""	"other"	0.648580842	0.210975843	0.189217762	0.133968329	0.181202812	0.269824435	0.185848833	0.123820848	0.409200791	0.629852321	0.929017291	0.303398336	0.276626531	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2018
2.652	"HC"	"alkane"	"?"	""	"alkane"	5.819550112	3.578324807	3.844655805	3.199070222	3.41063987	4.227425462	5.845892574	4.452214306	7.742991734	3.961906467	2.942201975	3.611375582	3.745227447	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2018
2.752	"OTHER"	"other"	"Y"	""	"other"	1.291207858	0.191439163	0.177692543	0.213874936	0.195636849	0.284813247	0.240678112	0.026106613	0.038026389	0.722158339	0.93556069	0.690772642	0.676684458	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2018
0.216	"HC"	"alkene"	"Y"	"C4H8"	"2-butene"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.29368212	4.103595177	5.507289466	5.8359217	5.121373904	5.006423872	5.590430815	4.615839004	6.472816635	4.377512247	4.136335175	4.313793357	5.139616534	4.725592095	3.632897477	6.311087775	5.320934236	4.55686761	5.83525011	4.029630301	5.593679055	5.641053404	4.939212169	3.883880184	6.240886198	2018
0.218	"OVOC"	"aldehyde"	"Y"	"C3H4O"	"2-propenal"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.489868442	0.380542539	0.718120149	0.396836898	0.484631023	0.394931507	0.545530552	0.403100308	0.589235177	0.416807197	0.380487993	0.379294663	0.425354359	0.319837471	0.300562208	0.53982573	0.481563612	0.523026447	0.482471949	0.360947509	0.410202783	0.490464851	0.417814625	0.335294834	0.530067714	2018
0.22	"OVOC"	"ovoc"	"Y"	"C3H6O"	"propylene oxide"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.58141137	8.37646359	15.80609001	12.24164178	12.32689755	12.0115388	11.0602814	9.611064404	13.06403386	10.3657925	9.628467976	8.747726928	24.36676784	10.89290756	9.703250369	14.34440528	9.189584209	10.1693483	9.891911369	11.62963438	11.36757963	10.83988489	12.37234728	10.4156214	17.74000084	2018
0.271	"OTHER"	"halogen"	"Y"	"C6HF13"	"1,1,1,2,2,3,3,4,4,5,5,6,6-tridecafluoro-hexane"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.472192212	0.285406366	0.33808046	0.165504249	0.051420221	0.008856675	0	0.120828323	0	0.041942865	0.033389393	0.041101957	0.021703514	0.646277084	0.026659705	0.07021511	0.082499348	0.028152935	0.454029999	0.219826062	0.361692996	0.330238352	0.297835708	0.111948149	0.149658281	2018
0.283	"HC"	"alkane"	""	"C6H14"	"2-methyl-pentane"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.931145607	1.947094391	0.943409126	1.939287997	0.965243956	2.306895783	1.171957473	3.09956365	1.26154282	2.746269475	1.986139071	3.597871609	2.147535781	3.031206997	1.164899526	3.571999977	1.645320204	2.983887262	0.5742021	2.286535464	1.521501678	2.71459403	1.146738261	2.55023089	0.825614927	2018
0.297	"OVOC"	"ketone"	""	"C4H6O"	"methyl vinyl ketone"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.980163437	3.80673149	8.742259962	4.773103648	8.74287179	4.716223283	8.91977854	3.84015867	11.96667275	3.664614516	7.063689277	4.306186453	11.82162804	4.555862095	6.315201844	5.147605959	7.145082223	4.91295686	4.538988316	4.984767624	6.083928044	4.128541592	6.727747166	3.959771846	10.89847333	2018
0.325	"OTHER"	"halogen"	"Y"	""	"halogen"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.621358176	0.884591076	0.959957246	1.503830216	1.141450681	0.827916213	0.622245051	0.704070171	0.336503944	1.895353025	0.524556467	0.473684283	1.420211746	1.854114407	0.847187005	2.890914169	0.399456184	0.841966603	2.370859002	0.678474213	1.622441405	0.884734041	1.276301506	0.671434535	2.964496726	2018
0.382	"OVOC"	"furan"	""	"C5H8O"	"2-ethylacrolein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.9632786	2.428442734	1.405588457	6.601616578	1.492809189	5.536552649	1.223047343	5.260285625	1.496743163	3.663189198	4.189732675	3.506503025	3.917217303	3.361096566	1.821677519	16.27278267	6.456345481	5.67185863	8.831684616	4.665879253	5.477765732	6.266747246	5.621207962	3.460355094	1.743893663	2018
0.402	"OVOC"	"ester"	""	"C5H10O2"	"methyl isobutyrate"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.020067392	0.026249756	0	0.038655461	0.016811301	0.031023207	0	0.082897447	0	0.071094331	0.037939102	0.055890994	0.052629603	0.064482438	0.012984355	0.142694886	0.018095436	0.066079318	0.004572716	0.033955155	0.034703766	0.043124474	0.014198938	0.054831128	0.007297353	2018
0.403	"OTHER"	"other"	""	""	"other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.402865497	0.316315079	0.288843558	0.394008311	0.314264052	0.521376579	0.289133674	0.596772458	0.366567709	0.524971715	0.413282763	0.546891038	0.569380917	0.422669165	0.251421252	0.928220394	0.438599366	0.528211517	0.197170224	0.420963299	0.482822901	0.454096643	0.343853616	0.4522609	0.318933774	2018
0.435	"OVOC"	"ovoc"	""	"C5H10O3"	"1,3,6-trioxocane"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.172296169	0.846903426	1.286462866	0.97244075	1.338357957	1.226379346	1.857782173	1.19175104	1.522629768	1.443599353	1.054670009	1.130325435	1.435612538	0.898893003	1.037538509	1.918589423	1.727757732	0.851898768	1.456055577	0.738609108	1.625124168	1.804828957	1.049384198	0.698681726	2.660707298	2018
0.439	"OVOC"	"ester"	""	"C5H8O2"	"methyl methacrylate"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.604922839	0.219432278	1.110115296	0.176717195	0.723535729	0.28121077	0.750386529	0.238607866	0.546150807	0.438992489	0.381390058	0.556813661	0.446954181	0.278028821	0.188831248	0.240547533	0.171335349	0.394091978	0.111569228	0.116996776	0.341198457	0.372281636	0.302850724	0.275842862	1.336989711	2018
0.471	"HC"	"alkene"	""	"C8H16"	"3,4,4-trimethyl-2-pentene"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.26878238	0.636674495	0.449832947	1.806991865	0.56680005	0.818190216	0.276143118	1.970857054	0.491588796	1.017842609	1.518606404	1.028021386	1.404757541	0.773139379	0.721752582	0.87916741	3.052640729	1.20085702	1.440133631	0.7183139	0.916310853	1.365704985	1.50368196	0.516071408	0.311760435	2018
0.516	"OVOC"	"ovoc"	""	"C6H14O2"	"2,2-dimethoxybutane"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.006433982	0.007937206	0	0.005709932	0.002940933	0.007132875	0.00193577	0.008015945	0.004762708	0.005593739	0.00591501	0.011263703	0.008671537	0.002811831	0.002162458	0.005971114	0.010071149	0.005318472	0.005117623	0.006805825	0.004039133	0.007020454	0.011069913	0.003069259	0.002515517	2018
0.547	"OVOC"	"ester"	""	"C6H12O2"	"butanoic acid, 2-methyl-, methyl ester"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.010677974	0.00567279	0.036533148	0.015722077	0.016694653	0.02773343	0.017347824	0.014754442	0.028931189	0.016045187	0.015394126	0.010261349	0.04921251	0.008417212	0.009062131	0.009278974	0.017151795	0.020173177	0.008714095	0.007306461	0.01525786	0.004526819	0.010498995	0.008655667	0.039182816	2018
0.567	"HC"	"alkane"	""	"C8H16"	"3-methylene-heptane"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.160442258	0.277826294	0.478523276	0.456619156	0.418095362	0.422421555	0.17269871	0.334069791	0.349614152	0.600554794	0.378297295	0.432266385	0.434521535	0.480634905	0.302444431	0.986443634	0.382794365	0.491252982	0.346249458	0.353891227	0.565594515	0.557566813	0.578788875	0.25426772	0.743738325	2018
0.605	"HC"	"alkane"	""	"C8H16"	"alkane"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.366077491	0.263988442	0.768194339	0.494522549	0.504842014	0.420438213	0.390482696	0.370904329	0.752582449	0.521725725	0.411474089	0.413930271	0.451878672	0.451229636	0.281019472	0.669651397	0.465498964	0.545816774	0.48009882	0.241084949	0.44701059	0.409043607	0.474848467	0.244601816	1.331630369	2018
0.628	"OVOC"	"ovoc"	""	"C7H14O"	"1-methoxy-2-hexene"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.005193405	0.008256579	0.018317575	0.003880681	0.00489858	0.004657109	0.005410251	0	0.01360743	0.005114317	0.002569146	0.00702555	0.006221657	0.001305611	0.003805384	0.002366849	0.008378552	0.002686937	0.004271131	0.001672507	0.002829921	0.004668484	0	0.002336693	0.003174279	2018
0.784	"HC"	"Bz"	""	"C8H10"	"bz"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2018
